Scale, Error, Expectation // 10,000,000 function calls
3e+06, 8.72975e-12, -11.3629
3.01e+06, 8.70075e-12, -11.3671
3.02e+06, 8.67194e-12, -11.3713
3.03e+06, 8.64332e-12, -11.3754
3.04e+06, 8.61489e-12, -11.3795
3.05e+06, 8.58664e-12, -11.3835
3.06e+06, 8.55858e-12, -11.3874
3.07e+06, 8.5307e-12, -11.3913
3.08e+06, 8.50301e-12, -11.3952
3.09e+06, 8.47549e-12, -11.399
3.1e+06, 8.44815e-12, -11.4027
3.11e+06, 8.42098e-12, -11.4064
3.12e+06, 8.39399e-12, -11.41
3.13e+06, 8.36718e-12, -11.4136
3.14e+06, 8.34053e-12, -11.4171
3.15e+06, 8.31405e-12, -11.4206
3.16e+06, 8.28774e-12, -11.4241
3.17e+06, 8.2616e-12, -11.4274
3.18e+06, 8.23562e-12, -11.4307
3.19e+06, 8.2098e-12, -11.434
3.2e+06, 8.18414e-12, -11.4372
3.21e+06, 8.15865e-12, -11.4404
3.22e+06, 8.13331e-12, -11.4435
3.23e+06, 8.10813e-12, -11.4466
3.24e+06, 8.0831e-12, -11.4496
3.25e+06, 8.05823e-12, -11.4526
3.26e+06, 8.03351e-12, -11.4555
3.27e+06, 8.00895e-12, -11.4584
3.28e+06, 7.98453e-12, -11.4612
3.29e+06, 7.96026e-12, -11.4639
3.3e+06, 7.93614e-12, -11.4667
3.31e+06, 7.91216e-12, -11.4693
3.32e+06, 7.88833e-12, -11.472
3.33e+06, 7.86464e-12, -11.4745
3.34e+06, 7.84109e-12, -11.4771
3.35e+06, 7.81769e-12, -11.4795
3.36e+06, 7.79442e-12, -11.482
3.37e+06, 7.77129e-12, -11.4844
3.38e+06, 7.7483e-12, -11.4867
3.39e+06, 7.72545e-12, -11.489
3.4e+06, 7.70272e-12, -11.4912
3.41e+06, 7.68013e-12, -11.4934
3.42e+06, 7.65768e-12, -11.4956
3.43e+06, 7.63535e-12, -11.4977
3.44e+06, 7.61316e-12, -11.4998
3.45e+06, 7.59109e-12, -11.5018
3.46e+06, 7.56915e-12, -11.5037
3.47e+06, 7.54734e-12, -11.5057
3.48e+06, 7.52565e-12, -11.5075
3.49e+06, 7.50409e-12, -11.5094
3.5e+06, 7.48264e-12, -11.5112
3.51e+06, 7.46133e-12, -11.5129
3.52e+06, 7.44013e-12, -11.5146
3.53e+06, 7.41905e-12, -11.5163
3.54e+06, 7.3981e-12, -11.5179
3.55e+06, 7.37726e-12, -11.5195
3.56e+06, 7.35653e-12, -11.521
3.57e+06, 7.33593e-12, -11.5225
3.58e+06, 7.31544e-12, -11.5239
3.59e+06, 7.29506e-12, -11.5253
3.6e+06, 7.27479e-12, -11.5266
3.61e+06, 7.25464e-12, -11.528
3.62e+06, 7.2346e-12, -11.5292
3.63e+06, 7.21467e-12, -11.5305
3.64e+06, 7.19485e-12, -11.5316
3.65e+06, 7.17514e-12, -11.5328
3.66e+06, 7.15554e-12, -11.5339
3.67e+06, 7.13604e-12, -11.5349
3.68e+06, 7.11665e-12, -11.536
3.69e+06, 7.09736e-12, -11.5369
3.7e+06, 7.07818e-12, -11.5379
3.71e+06, 7.0591e-12, -11.5388
3.72e+06, 7.04012e-12, -11.5396
3.73e+06, 7.02125e-12, -11.5404
3.74e+06, 7.00248e-12, -11.5412
3.75e+06, 6.9838e-12, -11.5419
3.76e+06, 6.96523e-12, -11.5426
3.77e+06, 6.94675e-12, -11.5433
3.78e+06, 6.92837e-12, -11.5439
3.79e+06, 6.91009e-12, -11.5445
3.8e+06, 6.89191e-12, -11.545
3.81e+06, 6.87382e-12, -11.5455
3.82e+06, 6.85583e-12, -11.5459
3.83e+06, 6.83793e-12, -11.5464
3.84e+06, 6.82012e-12, -11.5467
3.85e+06, 6.8024e-12, -11.5471
3.86e+06, 6.78478e-12, -11.5474
3.87e+06, 6.76725e-12, -11.5476
3.88e+06, 6.74981e-12, -11.5479
3.89e+06, 6.73246e-12, -11.548
3.9e+06, 6.71519e-12, -11.5482
3.91e+06, 6.69802e-12, -11.5483
3.92e+06, 6.68093e-12, -11.5484
3.93e+06, 6.66393e-12, -11.5484
3.94e+06, 6.64702e-12, -11.5484
3.95e+06, 6.63019e-12, -11.5484
3.96e+06, 6.61345e-12, -11.5483
3.97e+06, 6.59679e-12, -11.5482
3.98e+06, 6.58022e-12, -11.548
3.99e+06, 6.56372e-12, -11.5478
4e+06, 6.54731e-12, -11.5476
4.01e+06, 6.53099e-12, -11.5473
4.02e+06, 6.51474e-12, -11.547
4.03e+06, 6.49858e-12, -11.5467
4.04e+06, 6.48249e-12, -11.5464
4.05e+06, 6.46648e-12, -11.5459
4.06e+06, 6.45056e-12, -11.5455
4.07e+06, 6.43471e-12, -11.545
4.08e+06, 6.41894e-12, -11.5445
4.09e+06, 6.40324e-12, -11.544
4.1e+06, 6.38762e-12, -11.5434
4.11e+06, 6.37208e-12, -11.5428
4.12e+06, 6.35662e-12, -11.5421
4.13e+06, 6.34122e-12, -11.5414
4.14e+06, 6.32591e-12, -11.5407
4.15e+06, 6.31066e-12, -11.5399
4.16e+06, 6.29549e-12, -11.5392
4.17e+06, 6.2804e-12, -11.5383
4.18e+06, 6.26537e-12, -11.5375
4.19e+06, 6.25042e-12, -11.5366
4.2e+06, 6.23554e-12, -11.5357
4.21e+06, 6.22073e-12, -11.5347
4.22e+06, 6.20598e-12, -11.5337
4.23e+06, 6.19131e-12, -11.5327
4.24e+06, 6.17671e-12, -11.5316
4.25e+06, 6.16218e-12, -11.5305
4.26e+06, 6.14771e-12, -11.5294
4.27e+06, 6.13332e-12, -11.5282
4.28e+06, 6.11899e-12, -11.527
4.29e+06, 6.10472e-12, -11.5258
4.3e+06, 6.09053e-12, -11.5245
4.31e+06, 6.07639e-12, -11.5232
4.32e+06, 6.06233e-12, -11.5219
4.33e+06, 6.04833e-12, -11.5206
4.34e+06, 6.03439e-12, -11.5192
4.35e+06, 6.02052e-12, -11.5178
4.36e+06, 6.00671e-12, -11.5163
4.37e+06, 5.99297e-12, -11.5148
4.38e+06, 5.97928e-12, -11.5133
4.39e+06, 5.96566e-12, -11.5117
4.4e+06, 5.9521e-12, -11.5102
