i, j, E, error
10, 57, -12.1534, 1.25039e-09
10, 58, -12.1534, 1.25039e-09
10, 59, -12.1534, 1.25039e-09
10, 60, -12.1534, 1.25039e-09
10, 61, -12.1534, 1.25039e-09
10, 62, -12.1534, 1.25039e-09
10, 63, -12.1534, 1.25039e-09
11, 0, -12.3316, 1.2737e-09
11, 1, -12.3316, 1.2737e-09
11, 2, -12.3316, 1.2737e-09
11, 3, -12.3316, 1.2737e-09
11, 4, -12.3316, 1.2737e-09
11, 5, -12.3316, 1.2737e-09
11, 6, -12.3316, 1.2737e-09
11, 7, -12.3316, 1.2737e-09
11, 8, -12.3316, 1.2737e-09
11, 9, -12.3316, 1.2737e-09
11, 10, -12.3316, 1.2737e-09
11, 11, -12.3316, 1.2737e-09
11, 12, -12.3316, 1.2737e-09
11, 13, -12.3316, 1.2737e-09
11, 14, -12.3316, 1.2737e-09
11, 15, -12.3316, 1.2737e-09
11, 16, -12.3316, 1.2737e-09
11, 17, -12.3316, 1.2737e-09
11, 18, -12.3316, 1.2737e-09
11, 19, -12.3316, 1.2737e-09
11, 20, -12.3316, 1.2737e-09
11, 21, -12.3316, 1.2737e-09
11, 22, -12.3316, 1.2737e-09
11, 23, -12.3316, 1.2737e-09
11, 24, -12.3316, 1.2737e-09
11, 25, -12.3316, 1.2737e-09
11, 26, -12.3316, 1.2737e-09
11, 27, -12.3316, 1.2737e-09
11, 28, -12.3316, 1.2737e-09
11, 29, -12.3316, 1.2737e-09
11, 30, -12.3316, 1.2737e-09
11, 31, -12.3316, 1.2737e-09
11, 32, -12.3316, 1.2737e-09
11, 33, -12.3316, 1.2737e-09
11, 34, -12.3316, 1.2737e-09
11, 35, -12.3316, 1.2737e-09
11, 36, -12.3316, 1.2737e-09
11, 37, -12.3316, 1.2737e-09
11, 38, -12.3316, 1.2737e-09
11, 39, -12.3316, 1.2737e-09
11, 40, -12.3316, 1.2737e-09
11, 41, -12.3316, 1.2737e-09
11, 42, -12.3316, 1.2737e-09
11, 43, -12.3316, 1.2737e-09
11, 44, -12.3316, 1.2737e-09
11, 45, -12.3316, 1.2737e-09
11, 46, -12.3316, 1.2737e-09
11, 47, -12.3316, 1.2737e-09
11, 48, -12.3316, 1.2737e-09
11, 49, -12.3316, 1.2737e-09
11, 50, -12.3316, 1.2737e-09
11, 51, -12.3316, 1.2737e-09
11, 52, -12.3316, 1.2737e-09
11, 53, -12.3316, 1.2737e-09
11, 54, -12.3316, 1.2737e-09
11, 55, -12.3316, 1.2737e-09
11, 56, -12.3316, 1.2737e-09
11, 57, -12.3316, 1.2737e-09
11, 58, -12.3316, 1.2737e-09
11, 59, -12.3316, 1.2737e-09
11, 60, -12.3316, 1.2737e-09
11, 61, -12.3316, 1.2737e-09
11, 62, -12.3316, 1.2737e-09
11, 63, -12.3316, 1.2737e-09
12, 0, -12.451, 1.29789e-09
12, 1, -12.451, 1.29789e-09
12, 2, -12.451, 1.29789e-09
12, 3, -12.451, 1.29789e-09
12, 4, -12.451, 1.29789e-09
12, 5, -12.451, 1.29789e-09
12, 6, -12.451, 1.29789e-09
12, 7, -12.451, 1.29789e-09
12, 8, -12.451, 1.29789e-09
12, 9, -12.451, 1.29789e-09
12, 10, -12.451, 1.29789e-09
12, 11, -12.451, 1.29789e-09
12, 12, -12.451, 1.29789e-09
12, 13, -12.451, 1.29789e-09
12, 14, -12.451, 1.29789e-09
12, 15, -12.451, 1.29789e-09
12, 16, -12.451, 1.29789e-09
12, 17, -12.451, 1.29789e-09
12, 18, -12.451, 1.29789e-09
12, 19, -12.451, 1.29789e-09
12, 20, -12.451, 1.29789e-09
12, 21, -12.451, 1.29789e-09
12, 22, -12.451, 1.29789e-09
12, 23, -12.451, 1.29789e-09
12, 24, -12.451, 1.29789e-09
12, 25, -12.451, 1.29789e-09
12, 26, -12.451, 1.29789e-09
12, 27, -12.451, 1.29789e-09
12, 28, -12.451, 1.29789e-09
12, 29, -12.451, 1.29789e-09
12, 30, -12.451, 1.29789e-09
12, 31, -12.451, 1.29789e-09
12, 32, -12.451, 1.29789e-09
12, 33, -12.451, 1.29789e-09
12, 34, -12.451, 1.29789e-09
12, 35, -12.451, 1.29789e-09
12, 36, -12.451, 1.29789e-09
12, 37, -12.451, 1.29789e-09
12, 38, -12.451, 1.29789e-09
12, 39, -12.451, 1.29789e-09
12, 40, -12.451, 1.29789e-09
12, 41, -12.451, 1.29789e-09
12, 42, -12.451, 1.29789e-09
12, 43, -12.451, 1.29789e-09
12, 44, -12.451, 1.29789e-09
12, 45, -12.451, 1.29789e-09
12, 46, -12.451, 1.29789e-09
12, 47, -12.451, 1.29789e-09
12, 48, -12.451, 1.29789e-09
12, 49, -12.451, 1.29789e-09
12, 50, -12.451, 1.29789e-09
12, 51, -12.451, 1.29789e-09
12, 52, -12.451, 1.29789e-09
12, 53, -12.451, 1.29789e-09
12, 54, -12.451, 1.29789e-09
12, 55, -12.451, 1.29789e-09
12, 56, -12.451, 1.29789e-09
12, 57, -12.451, 1.29789e-09
12, 58, -12.451, 1.29789e-09
12, 59, -12.451, 1.29789e-09
12, 60, -12.451, 1.29789e-09
12, 61, -12.451, 1.29789e-09
12, 62, -12.451, 1.29789e-09
12, 63, -12.451, 1.29789e-09
13, 0, -12.5206, 1.32303e-09
13, 1, -12.5206, 1.32303e-09
13, 2, -12.5206, 1.32303e-09
13, 3, -12.5206, 1.32303e-09
13, 4, -12.5206, 1.32303e-09
13, 5, -12.5206, 1.32303e-09
13, 6, -12.5206, 1.32303e-09
13, 7, -12.5206, 1.32303e-09
13, 8, -12.5206, 1.32303e-09
13, 9, -12.5206, 1.32303e-09
13, 10, -12.5206, 1.32303e-09
13, 11, -12.5206, 1.32303e-09
13, 12, -12.5206, 1.32303e-09
13, 13, -12.5206, 1.32303e-09
13, 14, -12.5206, 1.32303e-09
13, 15, -12.5206, 1.32303e-09
13, 16, -12.5206, 1.32303e-09
13, 17, -12.5206, 1.32303e-09
13, 18, -12.5206, 1.32303e-09
13, 19, -12.5206, 1.32303e-09
13, 20, -12.5206, 1.32303e-09
13, 21, -12.5206, 1.32303e-09
13, 22, -12.5206, 1.32303e-09
13, 23, -12.5206, 1.32303e-09
13, 24, -12.5206, 1.32303e-09
13, 25, -12.5206, 1.32303e-09
13, 26, -12.5206, 1.32303e-09
13, 27, -12.5206, 1.32303e-09
13, 28, -12.5206, 1.32303e-09
13, 29, -12.5206, 1.32303e-09
13, 30, -12.5206, 1.32303e-09
13, 31, -12.5206, 1.32303e-09
13, 32, -12.5206, 1.32303e-09
13, 33, -12.5206, 1.32303e-09
13, 34, -12.5206, 1.32303e-09
13, 35, -12.5206, 1.32303e-09
13, 36, -12.5206, 1.32303e-09
13, 37, -12.5206, 1.32303e-09
13, 38, -12.5206, 1.32303e-09
13, 39, -12.5206, 1.32303e-09
13, 40, -12.5206, 1.32303e-09
13, 41, -12.5206, 1.32303e-09
13, 42, -12.5206, 1.32303e-09
13, 43, -12.5206, 1.32303e-09
13, 44, -12.5206, 1.32303e-09
13, 45, -12.5206, 1.32303e-09
13, 46, -12.5206, 1.32303e-09
13, 47, -12.5206, 1.32303e-09
13, 48, -12.5206, 1.32303e-09
13, 49, -12.5206, 1.32303e-09
13, 50, -12.5206, 1.32303e-09
13, 51, -12.5206, 1.32303e-09
13, 52, -12.5206, 1.32303e-09
13, 53, -12.5206, 1.32303e-09
13, 54, -12.5206, 1.32303e-09
13, 55, -12.5206, 1.32303e-09
13, 56, -12.5206, 1.32303e-09
13, 57, -12.5206, 1.32303e-09
13, 58, -12.5206, 1.32303e-09
13, 59, -12.5206, 1.32303e-09
13, 60, -12.5206, 1.32303e-09
13, 61, -12.5206, 1.32303e-09
13, 62, -12.5206, 1.32303e-09
13, 63, -12.5206, 1.32303e-09
14, 0, -12.5488, 1.34915e-09
14, 1, -12.5488, 1.34915e-09
14, 2, -12.5488, 1.34915e-09
14, 3, -12.5488, 1.34915e-09
14, 4, -12.5488, 1.34915e-09
14, 5, -12.5488, 1.34915e-09
14, 6, -12.5488, 1.34915e-09
14, 7, -12.5488, 1.34915e-09
14, 8, -12.5488, 1.34915e-09
14, 9, -12.5488, 1.34915e-09
14, 10, -12.5488, 1.34915e-09
14, 11, -12.5488, 1.34915e-09
14, 12, -12.5488, 1.34915e-09
14, 13, -12.5488, 1.34915e-09
14, 14, -12.5488, 1.34915e-09
14, 15, -12.5488, 1.34915e-09
14, 16, -12.5488, 1.34915e-09
14, 17, -12.5488, 1.34915e-09
14, 18, -12.5488, 1.34915e-09
14, 19, -12.5488, 1.34915e-09
14, 20, -12.5488, 1.34915e-09
14, 21, -12.5488, 1.34915e-09
14, 22, -12.5488, 1.34915e-09
14, 23, -12.5488, 1.34915e-09
14, 24, -12.5488, 1.34915e-09
14, 25, -12.5488, 1.34915e-09
14, 26, -12.5488, 1.34915e-09
14, 27, -12.5488, 1.34915e-09
14, 28, -12.5488, 1.34915e-09
14, 29, -12.5488, 1.34915e-09
14, 30, -12.5488, 1.34915e-09
14, 31, -12.5488, 1.34915e-09
14, 32, -12.5488, 1.34915e-09
14, 33, -12.5488, 1.34915e-09
14, 34, -12.5488, 1.34915e-09
14, 35, -12.5488, 1.34915e-09
14, 36, -12.5488, 1.34915e-09
14, 37, -12.5488, 1.34915e-09
14, 38, -12.5488, 1.34915e-09
14, 39, -12.5488, 1.34915e-09
14, 40, -12.5488, 1.34915e-09
14, 41, -12.5488, 1.34915e-09
14, 42, -12.5488, 1.34915e-09
14, 43, -12.5488, 1.34915e-09
14, 44, -12.5488, 1.34915e-09
14, 45, -12.5488, 1.34915e-09
14, 46, -12.5488, 1.34915e-09
14, 47, -12.5488, 1.34915e-09
14, 48, -12.5488, 1.34915e-09
14, 49, -12.5488, 1.34915e-09
14, 50, -12.5488, 1.34915e-09
14, 51, -12.5488, 1.34915e-09
14, 52, -12.5488, 1.34915e-09
14, 53, -12.5488, 1.34915e-09
14, 54, -12.5488, 1.34915e-09
14, 55, -12.5488, 1.34915e-09
14, 56, -12.5488, 1.34915e-09
14, 57, -12.5488, 1.34915e-09
14, 58, -12.5488, 1.34915e-09
14, 59, -12.5488, 1.34915e-09
14, 60, -12.5488, 1.34915e-09
14, 61, -12.5488, 1.34915e-09
14, 62, -12.5488, 1.34915e-09
14, 63, -12.5488, 1.34915e-09
15, 0, -12.5427, 1.37632e-09
15, 1, -12.5427, 1.37632e-09
15, 2, -12.5427, 1.37632e-09
15, 3, -12.5427, 1.37632e-09
15, 4, -12.5427, 1.37632e-09
15, 5, -12.5427, 1.37632e-09
15, 6, -12.5427, 1.37632e-09
15, 7, -12.5427, 1.37632e-09
15, 8, -12.5427, 1.37632e-09
15, 9, -12.5427, 1.37632e-09
15, 10, -12.5427, 1.37632e-09
15, 11, -12.5427, 1.37632e-09
15, 12, -12.5427, 1.37632e-09
15, 13, -12.5427, 1.37632e-09
15, 14, -12.5427, 1.37632e-09
15, 15, -12.5427, 1.37632e-09
15, 16, -12.5427, 1.37632e-09
15, 17, -12.5427, 1.37632e-09
15, 18, -12.5427, 1.37632e-09
15, 19, -12.5427, 1.37632e-09
15, 20, -12.5427, 1.37632e-09
15, 21, -12.5427, 1.37632e-09
15, 22, -12.5427, 1.37632e-09
15, 23, -12.5427, 1.37632e-09
15, 24, -12.5427, 1.37632e-09
15, 25, -12.5427, 1.37632e-09
15, 26, -12.5427, 1.37632e-09
15, 27, -12.5427, 1.37632e-09
15, 28, -12.5427, 1.37632e-09
15, 29, -12.5427, 1.37632e-09
15, 30, -12.5427, 1.37632e-09
15, 31, -12.5427, 1.37632e-09
15, 32, -12.5427, 1.37632e-09
15, 33, -12.5427, 1.37632e-09
15, 34, -12.5427, 1.37632e-09
15, 35, -12.5427, 1.37632e-09
15, 36, -12.5427, 1.37632e-09
15, 37, -12.5427, 1.37632e-09
15, 38, -12.5427, 1.37632e-09
15, 39, -12.5427, 1.37632e-09
15, 40, -12.5427, 1.37632e-09
15, 41, -12.5427, 1.37632e-09
15, 42, -12.5427, 1.37632e-09
15, 43, -12.5427, 1.37632e-09
15, 44, -12.5427, 1.37632e-09
15, 45, -12.5427, 1.37632e-09
15, 46, -12.5427, 1.37632e-09
15, 47, -12.5427, 1.37632e-09
15, 48, -12.5427, 1.37632e-09
15, 49, -12.5427, 1.37632e-09
15, 50, -12.5427, 1.37632e-09
15, 51, -12.5427, 1.37632e-09
15, 52, -12.5427, 1.37632e-09
15, 53, -12.5427, 1.37632e-09
15, 54, -12.5427, 1.37632e-09
15, 55, -12.5427, 1.37632e-09
15, 56, -12.5427, 1.37632e-09
15, 57, -12.5427, 1.37632e-09
15, 58, -12.5427, 1.37632e-09
15, 59, -12.5427, 1.37632e-09
15, 60, -12.5427, 1.37632e-09
15, 61, -12.5427, 1.37632e-09
15, 62, -12.5427, 1.37632e-09
15, 63, -12.5427, 1.37632e-09
16, 0, -12.5091, 1.40462e-09
16, 1, -12.5091, 1.40462e-09
16, 2, -12.5091, 1.40462e-09
16, 3, -12.5091, 1.40462e-09
16, 4, -12.5091, 1.40462e-09
16, 5, -12.5091, 1.40462e-09
16, 6, -12.5091, 1.40462e-09
16, 7, -12.5091, 1.40462e-09
16, 8, -12.5091, 1.40462e-09
16, 9, -12.5091, 1.40462e-09
16, 10, -12.5091, 1.40462e-09
16, 11, -12.5091, 1.40462e-09
16, 12, -12.5091, 1.40462e-09
16, 13, -12.5091, 1.40462e-09
16, 14, -12.5091, 1.40462e-09
16, 15, -12.5091, 1.40462e-09
16, 16, -12.5091, 1.40462e-09
16, 17, -12.5091, 1.40462e-09
16, 18, -12.5091, 1.40462e-09
16, 19, -12.5091, 1.40462e-09
16, 20, -12.5091, 1.40462e-09
16, 21, -12.5091, 1.40462e-09
16, 22, -12.5091, 1.40462e-09
16, 23, -12.5091, 1.40462e-09
16, 24, -12.5091, 1.40462e-09
16, 25, -12.5091, 1.40462e-09
16, 26, -12.5091, 1.40462e-09
16, 27, -12.5091, 1.40462e-09
16, 28, -12.5091, 1.40462e-09
16, 29, -12.5091, 1.40462e-09
16, 30, -12.5091, 1.40462e-09
16, 31, -12.5091, 1.40462e-09
16, 32, -12.5091, 1.40462e-09
16, 33, -12.5091, 1.40462e-09
16, 34, -12.5091, 1.40462e-09
16, 35, -12.5091, 1.40462e-09
16, 36, -12.5091, 1.40462e-09
16, 37, -12.5091, 1.40462e-09
16, 38, -12.5091, 1.40462e-09
16, 39, -12.5091, 1.40462e-09
16, 40, -12.5091, 1.40462e-09
16, 41, -12.5091, 1.40462e-09
16, 42, -12.5091, 1.40462e-09
16, 43, -12.5091, 1.40462e-09
16, 44, -12.5091, 1.40462e-09
16, 45, -12.5091, 1.40462e-09
16, 46, -12.5091, 1.40462e-09
16, 47, -12.5091, 1.40462e-09
16, 48, -12.5091, 1.40462e-09
16, 49, -12.5091, 1.40462e-09
16, 50, -12.5091, 1.40462e-09
16, 51, -12.5091, 1.40462e-09
16, 52, -12.5091, 1.40462e-09
16, 53, -12.5091, 1.40462e-09
16, 54, -12.5091, 1.40462e-09
16, 55, -12.5091, 1.40462e-09
16, 56, -12.5091, 1.40462e-09
16, 57, -12.5091, 1.40462e-09
16, 58, -12.5091, 1.40462e-09
16, 59, -12.5091, 1.40462e-09
16, 60, -12.5091, 1.40462e-09
16, 61, -12.5091, 1.40462e-09
16, 62, -12.5091, 1.40462e-09
16, 63, -12.5091, 1.40462e-09
17, 0, -12.4539, 1.4341e-09
17, 1, -12.4539, 1.4341e-09
17, 2, -12.4539, 1.4341e-09
17, 3, -12.4539, 1.4341e-09
17, 4, -12.4539, 1.4341e-09
17, 5, -12.4539, 1.4341e-09
17, 6, -12.4539, 1.4341e-09
17, 7, -12.4539, 1.4341e-09
17, 8, -12.4539, 1.4341e-09
17, 9, -12.4539, 1.4341e-09
17, 10, -12.4539, 1.4341e-09
17, 11, -12.4539, 1.4341e-09
17, 12, -12.4539, 1.4341e-09
17, 13, -12.4539, 1.4341e-09
17, 14, -12.4539, 1.4341e-09
17, 15, -12.4539, 1.4341e-09
17, 16, -12.4539, 1.4341e-09
17, 17, -12.4539, 1.4341e-09
17, 18, -12.4539, 1.4341e-09
17, 19, -12.4539, 1.4341e-09
17, 20, -12.4539, 1.4341e-09
17, 21, -12.4539, 1.4341e-09
17, 22, -12.4539, 1.4341e-09
17, 23, -12.4539, 1.4341e-09
17, 24, -12.4539, 1.4341e-09
17, 25, -12.4539, 1.4341e-09
17, 26, -12.4539, 1.4341e-09
17, 27, -12.4539, 1.4341e-09
17, 28, -12.4539, 1.4341e-09
17, 29, -12.4539, 1.4341e-09
17, 30, -12.4539, 1.4341e-09
17, 31, -12.4539, 1.4341e-09
17, 32, -12.4539, 1.4341e-09
17, 33, -12.4539, 1.4341e-09
17, 34, -12.4539, 1.4341e-09
17, 35, -12.4539, 1.4341e-09
17, 36, -12.4539, 1.4341e-09
17, 37, -12.4539, 1.4341e-09
17, 38, -12.4539, 1.4341e-09
17, 39, -12.4539, 1.4341e-09
17, 40, -12.4539, 1.4341e-09
17, 41, -12.4539, 1.4341e-09
17, 42, -12.4539, 1.4341e-09
17, 43, -12.4539, 1.4341e-09
17, 44, -12.4539, 1.4341e-09
17, 45, -12.4539, 1.4341e-09
17, 46, -12.4539, 1.4341e-09
17, 47, -12.4539, 1.4341e-09
17, 48, -12.4539, 1.4341e-09
17, 49, -12.4539, 1.4341e-09
17, 50, -12.4539, 1.4341e-09
17, 51, -12.4539, 1.4341e-09
17, 52, -12.4539, 1.4341e-09
17, 53, -12.4539, 1.4341e-09
17, 54, -12.4539, 1.4341e-09
17, 55, -12.4539, 1.4341e-09
17, 56, -12.4539, 1.4341e-09
17, 57, -12.4539, 1.4341e-09
17, 58, -12.4539, 1.4341e-09
17, 59, -12.4539, 1.4341e-09
17, 60, -12.4539, 1.4341e-09
17, 61, -12.4539, 1.4341e-09
17, 62, -12.4539, 1.4341e-09
17, 63, -12.4539, 1.4341e-09
18, 0, -12.3823, 1.46484e-09
18, 1, -12.3823, 1.46484e-09
18, 2, -12.3823, 1.46484e-09
18, 3, -12.3823, 1.46484e-09
18, 4, -12.3823, 1.46484e-09
18, 5, -12.3823, 1.46484e-09
18, 6, -12.3823, 1.46484e-09
18, 7, -12.3823, 1.46484e-09
18, 8, -12.3823, 1.46484e-09
18, 9, -12.3823, 1.46484e-09
18, 10, -12.3823, 1.46484e-09
18, 11, -12.3823, 1.46484e-09
18, 12, -12.3823, 1.46484e-09
18, 13, -12.3823, 1.46484e-09
18, 14, -12.3823, 1.46484e-09
18, 15, -12.3823, 1.46484e-09
18, 16, -12.3823, 1.46484e-09
18, 17, -12.3823, 1.46484e-09
18, 18, -12.3823, 1.46484e-09
18, 19, -12.3823, 1.46484e-09
18, 20, -12.3823, 1.46484e-09
18, 21, -12.3823, 1.46484e-09
18, 22, -12.3823, 1.46484e-09
18, 23, -12.3823, 1.46484e-09
18, 24, -12.3823, 1.46484e-09
18, 25, -12.3823, 1.46484e-09
18, 26, -12.3823, 1.46484e-09
18, 27, -12.3823, 1.46484e-09
18, 28, -12.3823, 1.46484e-09
18, 29, -12.3823, 1.46484e-09
18, 30, -12.3823, 1.46484e-09
18, 31, -12.3823, 1.46484e-09
18, 32, -12.3823, 1.46484e-09
18, 33, -12.3823, 1.46484e-09
18, 34, -12.3823, 1.46484e-09
18, 35, -12.3823, 1.46484e-09
18, 36, -12.3823, 1.46484e-09
18, 37, -12.3823, 1.46484e-09
18, 38, -12.3823, 1.46484e-09
18, 39, -12.3823, 1.46484e-09
18, 40, -12.3823, 1.46484e-09
18, 41, -12.3823, 1.46484e-09
18, 42, -12.3823, 1.46484e-09
18, 43, -12.3823, 1.46484e-09
18, 44, -12.3823, 1.46484e-09
18, 45, -12.3823, 1.46484e-09
18, 46, -12.3823, 1.46484e-09
18, 47, -12.3823, 1.46484e-09
18, 48, -12.3823, 1.46484e-09
18, 49, -12.3823, 1.46484e-09
18, 50, -12.3823, 1.46484e-09
18, 51, -12.3823, 1.46484e-09
18, 52, -12.3823, 1.46484e-09
18, 53, -12.3823, 1.46484e-09
18, 54, -12.3823, 1.46484e-09
18, 55, -12.3823, 1.46484e-09
18, 56, -12.3823, 1.46484e-09
18, 57, -12.3823, 1.46484e-09
18, 58, -12.3823, 1.46484e-09
18, 59, -12.3823, 1.46484e-09
18, 60, -12.3823, 1.46484e-09
18, 61, -12.3823, 1.46484e-09
18, 62, -12.3823, 1.46484e-09
18, 63, -12.3823, 1.46484e-09
19, 0, -12.2988, 1.49693e-09
19, 1, -12.2988, 1.49693e-09
19, 2, -12.2988, 1.49693e-09
19, 3, -12.2988, 1.49693e-09
19, 4, -12.2988, 1.49693e-09
19, 5, -12.2988, 1.49693e-09
19, 6, -12.2988, 1.49693e-09
19, 7, -12.2988, 1.49693e-09
19, 8, -12.2988, 1.49693e-09
19, 9, -12.2988, 1.49693e-09
19, 10, -12.2988, 1.49693e-09
19, 11, -12.2988, 1.49693e-09
19, 12, -12.2988, 1.49693e-09
19, 13, -12.2988, 1.49693e-09
19, 14, -12.2988, 1.49693e-09
19, 15, -12.2988, 1.49693e-09
19, 16, -12.2988, 1.49693e-09
19, 17, -12.2988, 1.49693e-09
19, 18, -12.2988, 1.49693e-09
19, 19, -12.2988, 1.49693e-09
19, 20, -12.2988, 1.49693e-09
19, 21, -12.2988, 1.49693e-09
19, 22, -12.2988, 1.49693e-09
19, 23, -12.2988, 1.49693e-09
19, 24, -12.2988, 1.49693e-09
19, 25, -12.2988, 1.49693e-09
19, 26, -12.2988, 1.49693e-09
19, 27, -12.2988, 1.49693e-09
19, 28, -12.2988, 1.49693e-09
19, 29, -12.2988, 1.49693e-09
19, 30, -12.2988, 1.49693e-09
19, 31, -12.2988, 1.49693e-09
19, 32, -12.2988, 1.49693e-09
19, 33, -12.2988, 1.49693e-09
19, 34, -12.2988, 1.49693e-09
19, 35, -12.2988, 1.49693e-09
19, 36, -12.2988, 1.49693e-09
19, 37, -12.2988, 1.49693e-09
19, 38, -12.2988, 1.49693e-09
19, 39, -12.2988, 1.49693e-09
19, 40, -12.2988, 1.49693e-09
19, 41, -12.2988, 1.49693e-09
19, 42, -12.2988, 1.49693e-09
19, 43, -12.2988, 1.49693e-09
19, 44, -12.2988, 1.49693e-09
19, 45, -12.2988, 1.49693e-09
19, 46, -12.2988, 1.49693e-09
19, 47, -12.2988, 1.49693e-09
19, 48, -12.2988, 1.49693e-09
19, 49, -12.2988, 1.49693e-09
19, 50, -12.2988, 1.49693e-09
19, 51, -12.2988, 1.49693e-09
19, 52, -12.2988, 1.49693e-09
19, 53, -12.2988, 1.49693e-09
19, 54, -12.2988, 1.49693e-09
19, 55, -12.2988, 1.49693e-09
19, 56, -12.2988, 1.49693e-09
19, 57, -12.2988, 1.49693e-09
19, 58, -12.2988, 1.49693e-09
19, 59, -12.2988, 1.49693e-09
19, 60, -12.2988, 1.49693e-09
19, 61, -12.2988, 1.49693e-09
19, 62, -12.2988, 1.49693e-09
19, 63, -12.2988, 1.49693e-09
20, 0, -12.2076, 1.53046e-09
20, 1, -12.2076, 1.53046e-09
20, 2, -12.2076, 1.53046e-09
20, 3, -12.2076, 1.53046e-09
20, 4, -12.2076, 1.53046e-09
20, 5, -12.2076, 1.53046e-09
20, 6, -12.2076, 1.53046e-09
20, 7, -12.2076, 1.53046e-09
20, 8, -12.2076, 1.53046e-09
20, 9, -12.2076, 1.53046e-09
20, 10, -12.2076, 1.53046e-09
20, 11, -12.2076, 1.53046e-09
20, 12, -12.2076, 1.53046e-09
20, 13, -12.2076, 1.53046e-09
20, 14, -12.2076, 1.53046e-09
20, 15, -12.2076, 1.53046e-09
20, 16, -12.2076, 1.53046e-09
20, 17, -12.2076, 1.53046e-09
20, 18, -12.2076, 1.53046e-09
20, 19, -12.2076, 1.53046e-09
20, 20, -12.2076, 1.53046e-09
20, 21, -12.2076, 1.53046e-09
20, 22, -12.2076, 1.53046e-09
20, 23, -12.2076, 1.53046e-09
20, 24, -12.2076, 1.53046e-09
20, 25, -12.2076, 1.53046e-09
20, 26, -12.2076, 1.53046e-09
20, 27, -12.2076, 1.53046e-09
20, 28, -12.2076, 1.53046e-09
20, 29, -12.2076, 1.53046e-09
20, 30, -12.2076, 1.53046e-09
20, 31, -12.2076, 1.53046e-09
20, 32, -12.2076, 1.53046e-09
20, 33, -12.2076, 1.53046e-09
20, 34, -12.2076, 1.53046e-09
20, 35, -12.2076, 1.53046e-09
20, 36, -12.2076, 1.53046e-09
20, 37, -12.2076, 1.53046e-09
20, 38, -12.2076, 1.53046e-09
20, 39, -12.2076, 1.53046e-09
20, 40, -12.2076, 1.53046e-09
20, 41, -12.2076, 1.53046e-09
20, 42, -12.2076, 1.53046e-09
20, 43, -12.2076, 1.53046e-09
20, 44, -12.2076, 1.53046e-09
20, 45, -12.2076, 1.53046e-09
20, 46, -12.2076, 1.53046e-09
20, 47, -12.2076, 1.53046e-09
20, 48, -12.2076, 1.53046e-09
20, 49, -12.2076, 1.53046e-09
20, 50, -12.2076, 1.53046e-09
20, 51, -12.2076, 1.53046e-09
20, 52, -12.2076, 1.53046e-09
20, 53, -12.2076, 1.53046e-09
20, 54, -12.2076, 1.53046e-09
20, 55, -12.2076, 1.53046e-09
20, 56, -12.2076, 1.53046e-09
20, 57, -12.2076, 1.53046e-09
20, 58, -12.2076, 1.53046e-09
20, 59, -12.2076, 1.53046e-09
20, 60, -12.2076, 1.53046e-09
20, 61, -12.2076, 1.53046e-09
20, 62, -12.2076, 1.53046e-09
20, 63, -12.2076, 1.53046e-09
21, 0, -12.1123, 1.56552e-09
21, 1, -12.1123, 1.56552e-09
21, 2, -12.1123, 1.56552e-09
21, 3, -12.1123, 1.56552e-09
21, 4, -12.1123, 1.56552e-09
21, 5, -12.1123, 1.56552e-09
21, 6, -12.1123, 1.56552e-09
21, 7, -12.1123, 1.56552e-09
21, 8, -12.1123, 1.56552e-09
21, 9, -12.1123, 1.56552e-09
21, 10, -12.1123, 1.56552e-09
21, 11, -12.1123, 1.56552e-09
21, 12, -12.1123, 1.56552e-09
21, 13, -12.1123, 1.56552e-09
21, 14, -12.1123, 1.56552e-09
21, 15, -12.1123, 1.56552e-09
21, 16, -12.1123, 1.56552e-09
21, 17, -12.1123, 1.56552e-09
21, 18, -12.1123, 1.56552e-09
21, 19, -12.1123, 1.56552e-09
21, 20, -12.1123, 1.56552e-09
21, 21, -12.1123, 1.56552e-09
21, 22, -12.1123, 1.56552e-09
21, 23, -12.1123, 1.56552e-09
21, 24, -12.1123, 1.56552e-09
21, 25, -12.1123, 1.56552e-09
21, 26, -12.1123, 1.56552e-09
21, 27, -12.1123, 1.56552e-09
21, 28, -12.1123, 1.56552e-09
21, 29, -12.1123, 1.56552e-09
21, 30, -12.1123, 1.56552e-09
21, 31, -12.1123, 1.56552e-09
21, 32, -12.1123, 1.56552e-09
21, 33, -12.1123, 1.56552e-09
21, 34, -12.1123, 1.56552e-09
21, 35, -12.1123, 1.56552e-09
21, 36, -12.1123, 1.56552e-09
21, 37, -12.1123, 1.56552e-09
21, 38, -12.1123, 1.56552e-09
21, 39, -12.1123, 1.56552e-09
21, 40, -12.1123, 1.56552e-09
21, 41, -12.1123, 1.56552e-09
21, 42, -12.1123, 1.56552e-09
21, 43, -12.1123, 1.56552e-09
21, 44, -12.1123, 1.56552e-09
21, 45, -12.1123, 1.56552e-09
21, 46, -12.1123, 1.56552e-09
21, 47, -12.1123, 1.56552e-09
21, 48, -12.1123, 1.56552e-09
21, 49, -12.1123, 1.56552e-09
21, 50, -12.1123, 1.56552e-09
21, 51, -12.1123, 1.56552e-09
21, 52, -12.1123, 1.56552e-09
21, 53, -12.1123, 1.56552e-09
21, 54, -12.1123, 1.56552e-09
