i, j, E, error
21, 55, -12.1123, 1.56552e-09
21, 56, -12.1123, 1.56552e-09
21, 57, -12.1123, 1.56552e-09
21, 58, -12.1123, 1.56552e-09
21, 59, -12.1123, 1.56552e-09
21, 60, -12.1123, 1.56552e-09
21, 61, -12.1123, 1.56552e-09
21, 62, -12.1123, 1.56552e-09
21, 63, -12.1123, 1.56552e-09
22, 0, -12.0161, 1.60223e-09
22, 1, -12.0161, 1.60223e-09
22, 2, -12.0161, 1.60223e-09
22, 3, -12.0161, 1.60223e-09
22, 4, -12.0161, 1.60223e-09
22, 5, -12.0161, 1.60223e-09
22, 6, -12.0161, 1.60223e-09
22, 7, -12.0161, 1.60223e-09
22, 8, -12.0161, 1.60223e-09
22, 9, -12.0161, 1.60223e-09
22, 10, -12.0161, 1.60223e-09
22, 11, -12.0161, 1.60223e-09
22, 12, -12.0161, 1.60223e-09
22, 13, -12.0161, 1.60223e-09
22, 14, -12.0161, 1.60223e-09
22, 15, -12.0161, 1.60223e-09
22, 16, -12.0161, 1.60223e-09
22, 17, -12.0161, 1.60223e-09
22, 18, -12.0161, 1.60223e-09
22, 19, -12.0161, 1.60223e-09
22, 20, -12.0161, 1.60223e-09
22, 21, -12.0161, 1.60223e-09
22, 22, -12.0161, 1.60223e-09
22, 23, -12.0161, 1.60223e-09
22, 24, -12.0161, 1.60223e-09
22, 25, -12.0161, 1.60223e-09
22, 26, -12.0161, 1.60223e-09
22, 27, -12.0161, 1.60223e-09
22, 28, -12.0161, 1.60223e-09
22, 29, -12.0161, 1.60223e-09
22, 30, -12.0161, 1.60223e-09
22, 31, -12.0161, 1.60223e-09
22, 32, -12.0161, 1.60223e-09
22, 33, -12.0161, 1.60223e-09
22, 34, -12.0161, 1.60223e-09
22, 35, -12.0161, 1.60223e-09
22, 36, -12.0161, 1.60223e-09
22, 37, -12.0161, 1.60223e-09
22, 38, -12.0161, 1.60223e-09
22, 39, -12.0161, 1.60223e-09
22, 40, -12.0161, 1.60223e-09
22, 41, -12.0161, 1.60223e-09
22, 42, -12.0161, 1.60223e-09
22, 43, -12.0161, 1.60223e-09
22, 44, -12.0161, 1.60223e-09
22, 45, -12.0161, 1.60223e-09
22, 46, -12.0161, 1.60223e-09
22, 47, -12.0161, 1.60223e-09
22, 48, -12.0161, 1.60223e-09
22, 49, -12.0161, 1.60223e-09
22, 50, -12.0161, 1.60223e-09
22, 51, -12.0161, 1.60223e-09
22, 52, -12.0161, 1.60223e-09
22, 53, -12.0161, 1.60223e-09
22, 54, -12.0161, 1.60223e-09
22, 55, -12.0161, 1.60223e-09
22, 56, -12.0161, 1.60223e-09
22, 57, -12.0161, 1.60223e-09
22, 58, -12.0161, 1.60223e-09
22, 59, -12.0161, 1.60223e-09
22, 60, -12.0161, 1.60223e-09
22, 61, -12.0161, 1.60223e-09
22, 62, -12.0161, 1.60223e-09
22, 63, -12.0161, 1.60223e-09
23, 0, -11.9216, 1.64071e-09
23, 1, -11.9216, 1.64071e-09
23, 2, -11.9216, 1.64071e-09
23, 3, -11.9216, 1.64071e-09
23, 4, -11.9216, 1.64071e-09
23, 5, -11.9216, 1.64071e-09
23, 6, -11.9216, 1.64071e-09
23, 7, -11.9216, 1.64071e-09
23, 8, -11.9216, 1.64071e-09
23, 9, -11.9216, 1.64071e-09
23, 10, -11.9216, 1.64071e-09
23, 11, -11.9216, 1.64071e-09
23, 12, -11.9216, 1.64071e-09
23, 13, -11.9216, 1.64071e-09
23, 14, -11.9216, 1.64071e-09
23, 15, -11.9216, 1.64071e-09
23, 16, -11.9216, 1.64071e-09
23, 17, -11.9216, 1.64071e-09
23, 18, -11.9216, 1.64071e-09
23, 19, -11.9216, 1.64071e-09
23, 20, -11.9216, 1.64071e-09
23, 21, -11.9216, 1.64071e-09
23, 22, -11.9216, 1.64071e-09
23, 23, -11.9216, 1.64071e-09
23, 24, -11.9216, 1.64071e-09
23, 25, -11.9216, 1.64071e-09
23, 26, -11.9216, 1.64071e-09
23, 27, -11.9216, 1.64071e-09
23, 28, -11.9216, 1.64071e-09
23, 29, -11.9216, 1.64071e-09
23, 30, -11.9216, 1.64071e-09
23, 31, -11.9216, 1.64071e-09
23, 32, -11.9216, 1.64071e-09
23, 33, -11.9216, 1.64071e-09
23, 34, -11.9216, 1.64071e-09
23, 35, -11.9216, 1.64071e-09
23, 36, -11.9216, 1.64071e-09
23, 37, -11.9216, 1.64071e-09
23, 38, -11.9216, 1.64071e-09
23, 39, -11.9216, 1.64071e-09
23, 40, -11.9216, 1.64071e-09
23, 41, -11.9216, 1.64071e-09
23, 42, -11.9216, 1.64071e-09
23, 43, -11.9216, 1.64071e-09
23, 44, -11.9216, 1.64071e-09
23, 45, -11.9216, 1.64071e-09
23, 46, -11.9216, 1.64071e-09
23, 47, -11.9216, 1.64071e-09
23, 48, -11.9216, 1.64071e-09
23, 49, -11.9216, 1.64071e-09
23, 50, -11.9216, 1.64071e-09
23, 51, -11.9216, 1.64071e-09
23, 52, -11.9216, 1.64071e-09
23, 53, -11.9216, 1.64071e-09
23, 54, -11.9216, 1.64071e-09
23, 55, -11.9216, 1.64071e-09
23, 56, -11.9216, 1.64071e-09
23, 57, -11.9216, 1.64071e-09
23, 58, -11.9216, 1.64071e-09
23, 59, -11.9216, 1.64071e-09
23, 60, -11.9216, 1.64071e-09
23, 61, -11.9216, 1.64071e-09
23, 62, -11.9216, 1.64071e-09
23, 63, -11.9216, 1.64071e-09
24, 0, -11.8313, 1.68107e-09
24, 1, -11.8313, 1.68107e-09
24, 2, -11.8313, 1.68107e-09
24, 3, -11.8313, 1.68107e-09
24, 4, -11.8313, 1.68107e-09
24, 5, -11.8313, 1.68107e-09
24, 6, -11.8313, 1.68107e-09
24, 7, -11.8313, 1.68107e-09
24, 8, -11.8313, 1.68107e-09
24, 9, -11.8313, 1.68107e-09
24, 10, -11.8313, 1.68107e-09
24, 11, -11.8313, 1.68107e-09
24, 12, -11.8313, 1.68107e-09
24, 13, -11.8313, 1.68107e-09
24, 14, -11.8313, 1.68107e-09
24, 15, -11.8313, 1.68107e-09
24, 16, -11.8313, 1.68107e-09
24, 17, -11.8313, 1.68107e-09
24, 18, -11.8313, 1.68107e-09
24, 19, -11.8313, 1.68107e-09
24, 20, -11.8313, 1.68107e-09
24, 21, -11.8313, 1.68107e-09
24, 22, -11.8313, 1.68107e-09
24, 23, -11.8313, 1.68107e-09
24, 24, -11.8313, 1.68107e-09
24, 25, -11.8313, 1.68107e-09
24, 26, -11.8313, 1.68107e-09
24, 27, -11.8313, 1.68107e-09
24, 28, -11.8313, 1.68107e-09
24, 29, -11.8313, 1.68107e-09
24, 30, -11.8313, 1.68107e-09
24, 31, -11.8313, 1.68107e-09
24, 32, -11.8313, 1.68107e-09
24, 33, -11.8313, 1.68107e-09
24, 34, -11.8313, 1.68107e-09
24, 35, -11.8313, 1.68107e-09
24, 36, -11.8313, 1.68107e-09
24, 37, -11.8313, 1.68107e-09
24, 38, -11.8313, 1.68107e-09
24, 39, -11.8313, 1.68107e-09
24, 40, -11.8313, 1.68107e-09
24, 41, -11.8313, 1.68107e-09
24, 42, -11.8313, 1.68107e-09
24, 43, -11.8313, 1.68107e-09
24, 44, -11.8313, 1.68107e-09
24, 45, -11.8313, 1.68107e-09
24, 46, -11.8313, 1.68107e-09
24, 47, -11.8313, 1.68107e-09
24, 48, -11.8313, 1.68107e-09
24, 49, -11.8313, 1.68107e-09
24, 50, -11.8313, 1.68107e-09
24, 51, -11.8313, 1.68107e-09
24, 52, -11.8313, 1.68107e-09
24, 53, -11.8313, 1.68107e-09
24, 54, -11.8313, 1.68107e-09
24, 55, -11.8313, 1.68107e-09
24, 56, -11.8313, 1.68107e-09
24, 57, -11.8313, 1.68107e-09
24, 58, -11.8313, 1.68107e-09
24, 59, -11.8313, 1.68107e-09
24, 60, -11.8313, 1.68107e-09
24, 61, -11.8313, 1.68107e-09
24, 62, -11.8313, 1.68107e-09
24, 63, -11.8313, 1.68107e-09
25, 0, -11.7471, 1.72347e-09
25, 1, -11.7471, 1.72347e-09
25, 2, -11.7471, 1.72347e-09
25, 3, -11.7471, 1.72347e-09
25, 4, -11.7471, 1.72347e-09
25, 5, -11.7471, 1.72347e-09
25, 6, -11.7471, 1.72347e-09
25, 7, -11.7471, 1.72347e-09
25, 8, -11.7471, 1.72347e-09
25, 9, -11.7471, 1.72347e-09
25, 10, -11.7471, 1.72347e-09
25, 11, -11.7471, 1.72347e-09
25, 12, -11.7471, 1.72347e-09
25, 13, -11.7471, 1.72347e-09
25, 14, -11.7471, 1.72347e-09
25, 15, -11.7471, 1.72347e-09
25, 16, -11.7471, 1.72347e-09
25, 17, -11.7471, 1.72347e-09
25, 18, -11.7471, 1.72347e-09
25, 19, -11.7471, 1.72347e-09
25, 20, -11.7471, 1.72347e-09
25, 21, -11.7471, 1.72347e-09
25, 22, -11.7471, 1.72347e-09
25, 23, -11.7471, 1.72347e-09
25, 24, -11.7471, 1.72347e-09
25, 25, -11.7471, 1.72347e-09
25, 26, -11.7471, 1.72347e-09
25, 27, -11.7471, 1.72347e-09
25, 28, -11.7471, 1.72347e-09
25, 29, -11.7471, 1.72347e-09
25, 30, -11.7471, 1.72347e-09
25, 31, -11.7471, 1.72347e-09
25, 32, -11.7471, 1.72347e-09
25, 33, -11.7471, 1.72347e-09
25, 34, -11.7471, 1.72347e-09
25, 35, -11.7471, 1.72347e-09
25, 36, -11.7471, 1.72347e-09
25, 37, -11.7471, 1.72347e-09
25, 38, -11.7471, 1.72347e-09
25, 39, -11.7471, 1.72347e-09
25, 40, -11.7471, 1.72347e-09
25, 41, -11.7471, 1.72347e-09
25, 42, -11.7471, 1.72347e-09
25, 43, -11.7471, 1.72347e-09
25, 44, -11.7471, 1.72347e-09
25, 45, -11.7471, 1.72347e-09
25, 46, -11.7471, 1.72347e-09
25, 47, -11.7471, 1.72347e-09
25, 48, -11.7471, 1.72347e-09
25, 49, -11.7471, 1.72347e-09
25, 50, -11.7471, 1.72347e-09
25, 51, -11.7471, 1.72347e-09
25, 52, -11.7471, 1.72347e-09
25, 53, -11.7471, 1.72347e-09
25, 54, -11.7471, 1.72347e-09
25, 55, -11.7471, 1.72347e-09
25, 56, -11.7471, 1.72347e-09
25, 57, -11.7471, 1.72347e-09
25, 58, -11.7471, 1.72347e-09
25, 59, -11.7471, 1.72347e-09
25, 60, -11.7471, 1.72347e-09
25, 61, -11.7471, 1.72347e-09
25, 62, -11.7471, 1.72347e-09
25, 63, -11.7471, 1.72347e-09
26, 0, -11.6709, 1.76807e-09
26, 1, -11.6709, 1.76807e-09
26, 2, -11.6709, 1.76807e-09
26, 3, -11.6709, 1.76807e-09
26, 4, -11.6709, 1.76807e-09
26, 5, -11.6709, 1.76807e-09
26, 6, -11.6709, 1.76807e-09
26, 7, -11.6709, 1.76807e-09
26, 8, -11.6709, 1.76807e-09
26, 9, -11.6709, 1.76807e-09
26, 10, -11.6709, 1.76807e-09
26, 11, -11.6709, 1.76807e-09
26, 12, -11.6709, 1.76807e-09
26, 13, -11.6709, 1.76807e-09
26, 14, -11.6709, 1.76807e-09
26, 15, -11.6709, 1.76807e-09
26, 16, -11.6709, 1.76807e-09
26, 17, -11.6709, 1.76807e-09
26, 18, -11.6709, 1.76807e-09
26, 19, -11.6709, 1.76807e-09
26, 20, -11.6709, 1.76807e-09
26, 21, -11.6709, 1.76807e-09
26, 22, -11.6709, 1.76807e-09
26, 23, -11.6709, 1.76807e-09
26, 24, -11.6709, 1.76807e-09
26, 25, -11.6709, 1.76807e-09
26, 26, -11.6709, 1.76807e-09
26, 27, -11.6709, 1.76807e-09
26, 28, -11.6709, 1.76807e-09
26, 29, -11.6709, 1.76807e-09
26, 30, -11.6709, 1.76807e-09
26, 31, -11.6709, 1.76807e-09
26, 32, -11.6709, 1.76807e-09
26, 33, -11.6709, 1.76807e-09
26, 34, -11.6709, 1.76807e-09
26, 35, -11.6709, 1.76807e-09
26, 36, -11.6709, 1.76807e-09
26, 37, -11.6709, 1.76807e-09
26, 38, -11.6709, 1.76807e-09
26, 39, -11.6709, 1.76807e-09
26, 40, -11.6709, 1.76807e-09
26, 41, -11.6709, 1.76807e-09
26, 42, -11.6709, 1.76807e-09
26, 43, -11.6709, 1.76807e-09
26, 44, -11.6709, 1.76807e-09
26, 45, -11.6709, 1.76807e-09
26, 46, -11.6709, 1.76807e-09
26, 47, -11.6709, 1.76807e-09
26, 48, -11.6709, 1.76807e-09
26, 49, -11.6709, 1.76807e-09
26, 50, -11.6709, 1.76807e-09
26, 51, -11.6709, 1.76807e-09
26, 52, -11.6709, 1.76807e-09
26, 53, -11.6709, 1.76807e-09
26, 54, -11.6709, 1.76807e-09
26, 55, -11.6709, 1.76807e-09
26, 56, -11.6709, 1.76807e-09
26, 57, -11.6709, 1.76807e-09
26, 58, -11.6709, 1.76807e-09
26, 59, -11.6709, 1.76807e-09
26, 60, -11.6709, 1.76807e-09
26, 61, -11.6709, 1.76807e-09
26, 62, -11.6709, 1.76807e-09
26, 63, -11.6709, 1.76807e-09
27, 0, -11.604, 1.81503e-09
27, 1, -11.604, 1.81503e-09
27, 2, -11.604, 1.81503e-09
27, 3, -11.604, 1.81503e-09
27, 4, -11.604, 1.81503e-09
27, 5, -11.604, 1.81503e-09
27, 6, -11.604, 1.81503e-09
27, 7, -11.604, 1.81503e-09
27, 8, -11.604, 1.81503e-09
27, 9, -11.604, 1.81503e-09
27, 10, -11.604, 1.81503e-09
27, 11, -11.604, 1.81503e-09
27, 12, -11.604, 1.81503e-09
27, 13, -11.604, 1.81503e-09
27, 14, -11.604, 1.81503e-09
27, 15, -11.604, 1.81503e-09
27, 16, -11.604, 1.81503e-09
27, 17, -11.604, 1.81503e-09
27, 18, -11.604, 1.81503e-09
27, 19, -11.604, 1.81503e-09
27, 20, -11.604, 1.81503e-09
27, 21, -11.604, 1.81503e-09
27, 22, -11.604, 1.81503e-09
27, 23, -11.604, 1.81503e-09
27, 24, -11.604, 1.81503e-09
27, 25, -11.604, 1.81503e-09
27, 26, -11.604, 1.81503e-09
27, 27, -11.604, 1.81503e-09
27, 28, -11.604, 1.81503e-09
27, 29, -11.604, 1.81503e-09
27, 30, -11.604, 1.81503e-09
27, 31, -11.604, 1.81503e-09
27, 32, -11.604, 1.81503e-09
27, 33, -11.604, 1.81503e-09
27, 34, -11.604, 1.81503e-09
27, 35, -11.604, 1.81503e-09
27, 36, -11.604, 1.81503e-09
27, 37, -11.604, 1.81503e-09
27, 38, -11.604, 1.81503e-09
27, 39, -11.604, 1.81503e-09
27, 40, -11.604, 1.81503e-09
27, 41, -11.604, 1.81503e-09
27, 42, -11.604, 1.81503e-09
27, 43, -11.604, 1.81503e-09
27, 44, -11.604, 1.81503e-09
27, 45, -11.604, 1.81503e-09
27, 46, -11.604, 1.81503e-09
27, 47, -11.604, 1.81503e-09
27, 48, -11.604, 1.81503e-09
27, 49, -11.604, 1.81503e-09
27, 50, -11.604, 1.81503e-09
27, 51, -11.604, 1.81503e-09
27, 52, -11.604, 1.81503e-09
27, 53, -11.604, 1.81503e-09
27, 54, -11.604, 1.81503e-09
27, 55, -11.604, 1.81503e-09
27, 56, -11.604, 1.81503e-09
27, 57, -11.604, 1.81503e-09
27, 58, -11.604, 1.81503e-09
27, 59, -11.604, 1.81503e-09
27, 60, -11.604, 1.81503e-09
27, 61, -11.604, 1.81503e-09
27, 62, -11.604, 1.81503e-09
27, 63, -11.604, 1.81503e-09
28, 0, -11.5477, 1.86456e-09
28, 1, -11.5477, 1.86456e-09
28, 2, -11.5477, 1.86456e-09
28, 3, -11.5477, 1.86456e-09
28, 4, -11.5477, 1.86456e-09
28, 5, -11.5477, 1.86456e-09
28, 6, -11.5477, 1.86456e-09
28, 7, -11.5477, 1.86456e-09
28, 8, -11.5477, 1.86456e-09
28, 9, -11.5477, 1.86456e-09
28, 10, -11.5477, 1.86456e-09
28, 11, -11.5477, 1.86456e-09
28, 12, -11.5477, 1.86456e-09
28, 13, -11.5477, 1.86456e-09
28, 14, -11.5477, 1.86456e-09
28, 15, -11.5477, 1.86456e-09
28, 16, -11.5477, 1.86456e-09
28, 17, -11.5477, 1.86456e-09
28, 18, -11.5477, 1.86456e-09
28, 19, -11.5477, 1.86456e-09
28, 20, -11.5477, 1.86456e-09
28, 21, -11.5477, 1.86456e-09
28, 22, -11.5477, 1.86456e-09
28, 23, -11.5477, 1.86456e-09
28, 24, -11.5477, 1.86456e-09
28, 25, -11.5477, 1.86456e-09
28, 26, -11.5477, 1.86456e-09
28, 27, -11.5477, 1.86456e-09
28, 28, -11.5477, 1.86456e-09
28, 29, -11.5477, 1.86456e-09
28, 30, -11.5477, 1.86456e-09
28, 31, -11.5477, 1.86456e-09
28, 32, -11.5477, 1.86456e-09
28, 33, -11.5477, 1.86456e-09
28, 34, -11.5477, 1.86456e-09
28, 35, -11.5477, 1.86456e-09
28, 36, -11.5477, 1.86456e-09
28, 37, -11.5477, 1.86456e-09
28, 38, -11.5477, 1.86456e-09
28, 39, -11.5477, 1.86456e-09
28, 40, -11.5477, 1.86456e-09
28, 41, -11.5477, 1.86456e-09
28, 42, -11.5477, 1.86456e-09
28, 43, -11.5477, 1.86456e-09
28, 44, -11.5477, 1.86456e-09
28, 45, -11.5477, 1.86456e-09
28, 46, -11.5477, 1.86456e-09
28, 47, -11.5477, 1.86456e-09
28, 48, -11.5477, 1.86456e-09
28, 49, -11.5477, 1.86456e-09
28, 50, -11.5477, 1.86456e-09
28, 51, -11.5477, 1.86456e-09
28, 52, -11.5477, 1.86456e-09
28, 53, -11.5477, 1.86456e-09
28, 54, -11.5477, 1.86456e-09
28, 55, -11.5477, 1.86456e-09
28, 56, -11.5477, 1.86456e-09
28, 57, -11.5477, 1.86456e-09
28, 58, -11.5477, 1.86456e-09
28, 59, -11.5477, 1.86456e-09
28, 60, -11.5477, 1.86456e-09
28, 61, -11.5477, 1.86456e-09
28, 62, -11.5477, 1.86456e-09
28, 63, -11.5477, 1.86456e-09
29, 0, -11.503, 1.91687e-09
29, 1, -11.503, 1.91687e-09
29, 2, -11.503, 1.91687e-09
29, 3, -11.503, 1.91687e-09
29, 4, -11.503, 1.91687e-09
29, 5, -11.503, 1.91687e-09
29, 6, -11.503, 1.91687e-09
29, 7, -11.503, 1.91687e-09
29, 8, -11.503, 1.91687e-09
29, 9, -11.503, 1.91687e-09
29, 10, -11.503, 1.91687e-09
29, 11, -11.503, 1.91687e-09
29, 12, -11.503, 1.91687e-09
29, 13, -11.503, 1.91687e-09
29, 14, -11.503, 1.91687e-09
29, 15, -11.503, 1.91687e-09
29, 16, -11.503, 1.91687e-09
29, 17, -11.503, 1.91687e-09
29, 18, -11.503, 1.91687e-09
29, 19, -11.503, 1.91687e-09
29, 20, -11.503, 1.91687e-09
29, 21, -11.503, 1.91687e-09
29, 22, -11.503, 1.91687e-09
29, 23, -11.503, 1.91687e-09
29, 24, -11.503, 1.91687e-09
29, 25, -11.503, 1.91687e-09
29, 26, -11.503, 1.91687e-09
29, 27, -11.503, 1.91687e-09
29, 28, -11.503, 1.91687e-09
29, 29, -11.503, 1.91687e-09
29, 30, -11.503, 1.91687e-09
29, 31, -11.503, 1.91687e-09
29, 32, -11.503, 1.91687e-09
29, 33, -11.503, 1.91687e-09
29, 34, -11.503, 1.91687e-09
29, 35, -11.503, 1.91687e-09
29, 36, -11.503, 1.91687e-09
29, 37, -11.503, 1.91687e-09
29, 38, -11.503, 1.91687e-09
29, 39, -11.503, 1.91687e-09
29, 40, -11.503, 1.91687e-09
29, 41, -11.503, 1.91687e-09
29, 42, -11.503, 1.91687e-09
29, 43, -11.503, 1.91687e-09
29, 44, -11.503, 1.91687e-09
29, 45, -11.503, 1.91687e-09
29, 46, -11.503, 1.91687e-09
29, 47, -11.503, 1.91687e-09
29, 48, -11.503, 1.91687e-09
29, 49, -11.503, 1.91687e-09
29, 50, -11.503, 1.91687e-09
29, 51, -11.503, 1.91687e-09
29, 52, -11.503, 1.91687e-09
29, 53, -11.503, 1.91687e-09
29, 54, -11.503, 1.91687e-09
29, 55, -11.503, 1.91687e-09
29, 56, -11.503, 1.91687e-09
29, 57, -11.503, 1.91687e-09
29, 58, -11.503, 1.91687e-09
29, 59, -11.503, 1.91687e-09
29, 60, -11.503, 1.91687e-09
29, 61, -11.503, 1.91687e-09
29, 62, -11.503, 1.91687e-09
29, 63, -11.503, 1.91687e-09
30, 0, -11.4705, 1.9722e-09
30, 1, -11.4705, 1.9722e-09
30, 2, -11.4705, 1.9722e-09
30, 3, -11.4705, 1.9722e-09
30, 4, -11.4705, 1.9722e-09
30, 5, -11.4705, 1.9722e-09
30, 6, -11.4705, 1.9722e-09
30, 7, -11.4705, 1.9722e-09
30, 8, -11.4705, 1.9722e-09
30, 9, -11.4705, 1.9722e-09
30, 10, -11.4705, 1.9722e-09
30, 11, -11.4705, 1.9722e-09
30, 12, -11.4705, 1.9722e-09
30, 13, -11.4705, 1.9722e-09
30, 14, -11.4705, 1.9722e-09
30, 15, -11.4705, 1.9722e-09
30, 16, -11.4705, 1.9722e-09
30, 17, -11.4705, 1.9722e-09
30, 18, -11.4705, 1.9722e-09
30, 19, -11.4705, 1.9722e-09
30, 20, -11.4705, 1.9722e-09
30, 21, -11.4705, 1.9722e-09
30, 22, -11.4705, 1.9722e-09
30, 23, -11.4705, 1.9722e-09
30, 24, -11.4705, 1.9722e-09
30, 25, -11.4705, 1.9722e-09
30, 26, -11.4705, 1.9722e-09
30, 27, -11.4705, 1.9722e-09
30, 28, -11.4705, 1.9722e-09
30, 29, -11.4705, 1.9722e-09
30, 30, -11.4705, 1.9722e-09
30, 31, -11.4705, 1.9722e-09
30, 32, -11.4705, 1.9722e-09
30, 33, -11.4705, 1.9722e-09
30, 34, -11.4705, 1.9722e-09
30, 35, -11.4705, 1.9722e-09
30, 36, -11.4705, 1.9722e-09
30, 37, -11.4705, 1.9722e-09
30, 38, -11.4705, 1.9722e-09
30, 39, -11.4705, 1.9722e-09
30, 40, -11.4705, 1.9722e-09
30, 41, -11.4705, 1.9722e-09
30, 42, -11.4705, 1.9722e-09
30, 43, -11.4705, 1.9722e-09
30, 44, -11.4705, 1.9722e-09
30, 45, -11.4705, 1.9722e-09
30, 46, -11.4705, 1.9722e-09
30, 47, -11.4705, 1.9722e-09
30, 48, -11.4705, 1.9722e-09
30, 49, -11.4705, 1.9722e-09
30, 50, -11.4705, 1.9722e-09
30, 51, -11.4705, 1.9722e-09
30, 52, -11.4705, 1.9722e-09
30, 53, -11.4705, 1.9722e-09
30, 54, -11.4705, 1.9722e-09
30, 55, -11.4705, 1.9722e-09
30, 56, -11.4705, 1.9722e-09
30, 57, -11.4705, 1.9722e-09
30, 58, -11.4705, 1.9722e-09
30, 59, -11.4705, 1.9722e-09
30, 60, -11.4705, 1.9722e-09
30, 61, -11.4705, 1.9722e-09
30, 62, -11.4705, 1.9722e-09
30, 63, -11.4705, 1.9722e-09
31, 0, -11.4509, 2.03081e-09
31, 1, -11.4509, 2.03081e-09
31, 2, -11.4509, 2.03081e-09
31, 3, -11.4509, 2.03081e-09
31, 4, -11.4509, 2.03081e-09
31, 5, -11.4509, 2.03081e-09
31, 6, -11.4509, 2.03081e-09
31, 7, -11.4509, 2.03081e-09
31, 8, -11.4509, 2.03081e-09
31, 9, -11.4509, 2.03081e-09
31, 10, -11.4509, 2.03081e-09
31, 11, -11.4509, 2.03081e-09
31, 12, -11.4509, 2.03081e-09
31, 13, -11.4509, 2.03081e-09
31, 14, -11.4509, 2.03081e-09
31, 15, -11.4509, 2.03081e-09
31, 16, -11.4509, 2.03081e-09
31, 17, -11.4509, 2.03081e-09
31, 18, -11.4509, 2.03081e-09
31, 19, -11.4509, 2.03081e-09
31, 20, -11.4509, 2.03081e-09
31, 21, -11.4509, 2.03081e-09
31, 22, -11.4509, 2.03081e-09
31, 23, -11.4509, 2.03081e-09
31, 24, -11.4509, 2.03081e-09
31, 25, -11.4509, 2.03081e-09
31, 26, -11.4509, 2.03081e-09
31, 27, -11.4509, 2.03081e-09
31, 28, -11.4509, 2.03081e-09
31, 29, -11.4509, 2.03081e-09
31, 30, -11.4509, 2.03081e-09
31, 31, -11.4509, 2.03081e-09
31, 32, -11.4509, 2.03081e-09
31, 33, -11.4509, 2.03081e-09
31, 34, -11.4509, 2.03081e-09
31, 35, -11.4509, 2.03081e-09
31, 36, -11.4509, 2.03081e-09
31, 37, -11.4509, 2.03081e-09
31, 38, -11.4509, 2.03081e-09
31, 39, -11.4509, 2.03081e-09
31, 40, -11.4509, 2.03081e-09
31, 41, -11.4509, 2.03081e-09
31, 42, -11.4509, 2.03081e-09
31, 43, -11.4509, 2.03081e-09
31, 44, -11.4509, 2.03081e-09
31, 45, -11.4509, 2.03081e-09
31, 46, -11.4509, 2.03081e-09
31, 47, -11.4509, 2.03081e-09
31, 48, -11.4509, 2.03081e-09
31, 49, -11.4509, 2.03081e-09
31, 50, -11.4509, 2.03081e-09
31, 51, -11.4509, 2.03081e-09
31, 52, -11.4509, 2.03081e-09
31, 53, -11.4509, 2.03081e-09
31, 54, -11.4509, 2.03081e-09
31, 55, -11.4509, 2.03081e-09
31, 56, -11.4509, 2.03081e-09
31, 57, -11.4509, 2.03081e-09
31, 58, -11.4509, 2.03081e-09
31, 59, -11.4509, 2.03081e-09
31, 60, -11.4509, 2.03081e-09
31, 61, -11.4509, 2.03081e-09
31, 62, -11.4509, 2.03081e-09
31, 63, -11.4509, 2.03081e-09
32, 0, -11.4443, 2.09302e-09
32, 1, -11.4443, 2.09302e-09
32, 2, -11.4443, 2.09302e-09
32, 3, -11.4443, 2.09302e-09
32, 4, -11.4443, 2.09302e-09
32, 5, -11.4443, 2.09302e-09
32, 6, -11.4443, 2.09302e-09
32, 7, -11.4443, 2.09302e-09
32, 8, -11.4443, 2.09302e-09
32, 9, -11.4443, 2.09302e-09
32, 10, -11.4443, 2.09302e-09
32, 11, -11.4443, 2.09302e-09
32, 12, -11.4443, 2.09302e-09
32, 13, -11.4443, 2.09302e-09
32, 14, -11.4443, 2.09302e-09
32, 15, -11.4443, 2.09302e-09
32, 16, -11.4443, 2.09302e-09
32, 17, -11.4443, 2.09302e-09
32, 18, -11.4443, 2.09302e-09
32, 19, -11.4443, 2.09302e-09
32, 20, -11.4443, 2.09302e-09
32, 21, -11.4443, 2.09302e-09
32, 22, -11.4443, 2.09302e-09
32, 23, -11.4443, 2.09302e-09
32, 24, -11.4443, 2.09302e-09
32, 25, -11.4443, 2.09302e-09
32, 26, -11.4443, 2.09302e-09
32, 27, -11.4443, 2.09302e-09
32, 28, -11.4443, 2.09302e-09
32, 29, -11.4443, 2.09302e-09
32, 30, -11.4443, 2.09302e-09
32, 31, -11.4443, 2.09302e-09
32, 32, -11.4443, 2.09302e-09
32, 33, -11.4443, 2.09302e-09
32, 34, -11.4443, 2.09302e-09
32, 35, -11.4443, 2.09302e-09
32, 36, -11.4443, 2.09302e-09
32, 37, -11.4443, 2.09302e-09
32, 38, -11.4443, 2.09302e-09
32, 39, -11.4443, 2.09302e-09
32, 40, -11.4443, 2.09302e-09
32, 41, -11.4443, 2.09302e-09
32, 42, -11.4443, 2.09302e-09
32, 43, -11.4443, 2.09302e-09
32, 44, -11.4443, 2.09302e-09
32, 45, -11.4443, 2.09302e-09
32, 46, -11.4443, 2.09302e-09
32, 47, -11.4443, 2.09302e-09
32, 48, -11.4443, 2.09302e-09
32, 49, -11.4443, 2.09302e-09
32, 50, -11.4443, 2.09302e-09
32, 51, -11.4443, 2.09302e-09
32, 52, -11.4443, 2.09302e-09
32, 53, -11.4443, 2.09302e-09
32, 54, -11.4443, 2.09302e-09
32, 55, -11.4443, 2.09302e-09
32, 56, -11.4443, 2.09302e-09
