Scale, Error, Expectation
2.0925e+06, 6.34994e-10, -10.6925
2.093e+06, 6.34842e-10, -10.6931
2.0935e+06, 6.3469e-10, -10.6936
2.094e+06, 6.34539e-10, -10.6942
2.0945e+06, 6.34387e-10, -10.6947
2.095e+06, 6.34236e-10, -10.6953
2.0955e+06, 6.34085e-10, -10.6958
2.096e+06, 6.33933e-10, -10.6964
2.0965e+06, 6.33782e-10, -10.6969
2.097e+06, 6.33631e-10, -10.6974
2.0975e+06, 6.3348e-10, -10.698
2.098e+06, 6.33329e-10, -10.6985
2.0985e+06, 6.33178e-10, -10.6991
2.099e+06, 6.33027e-10, -10.6996
2.0995e+06, 6.32877e-10, -10.7001
2.1e+06, 6.32726e-10, -10.7007
2.1005e+06, 6.32575e-10, -10.7012
2.101e+06, 6.32425e-10, -10.7018
2.1015e+06, 6.32274e-10, -10.7023
2.102e+06, 6.32124e-10, -10.7028
2.1025e+06, 6.31974e-10, -10.7034
2.103e+06, 6.31823e-10, -10.7039
2.1035e+06, 6.31673e-10, -10.7044
2.104e+06, 6.31523e-10, -10.705
2.1045e+06, 6.31373e-10, -10.7055
2.105e+06, 6.31223e-10, -10.7061
2.1055e+06, 6.31073e-10, -10.7066
2.106e+06, 6.30923e-10, -10.7071
2.1065e+06, 6.30774e-10, -10.7077
2.107e+06, 6.30624e-10, -10.7082
2.1075e+06, 6.30474e-10, -10.7088
2.108e+06, 6.30325e-10, -10.7093
2.1085e+06, 6.30175e-10, -10.7098
2.109e+06, 6.30026e-10, -10.7104
2.1095e+06, 6.29876e-10, -10.7109
2.11e+06, 6.29727e-10, -10.7114
2.1105e+06, 6.29578e-10, -10.712
2.111e+06, 6.29429e-10, -10.7125
2.1115e+06, 6.2928e-10, -10.713
2.112e+06, 6.29131e-10, -10.7136
2.1125e+06, 6.28982e-10, -10.7141
2.113e+06, 6.28833e-10, -10.7146
2.1135e+06, 6.28684e-10, -10.7152
2.114e+06, 6.28536e-10, -10.7157
2.1145e+06, 6.28387e-10, -10.7162
2.115e+06, 6.28239e-10, -10.7168
2.1155e+06, 6.2809e-10, -10.7173
2.116e+06, 6.27942e-10, -10.7178
2.1165e+06, 6.27793e-10, -10.7184
2.117e+06, 6.27645e-10, -10.7189
2.1175e+06, 6.27497e-10, -10.7194
2.118e+06, 6.27349e-10, -10.72
2.1185e+06, 6.27201e-10, -10.7205
2.119e+06, 6.27053e-10, -10.721
2.1195e+06, 6.26905e-10, -10.7216
2.12e+06, 6.26757e-10, -10.7221
2.1205e+06, 6.26609e-10, -10.7226
2.121e+06, 6.26461e-10, -10.7231
2.1215e+06, 6.26314e-10, -10.7237
2.122e+06, 6.26166e-10, -10.7242
2.1225e+06, 6.26019e-10, -10.7247
2.123e+06, 6.25871e-10, -10.7253
2.1235e+06, 6.25724e-10, -10.7258
2.124e+06, 6.25576e-10, -10.7263
2.1245e+06, 6.25429e-10, -10.7269
2.125e+06, 6.25282e-10, -10.7274
2.1255e+06, 6.25135e-10, -10.7279
2.126e+06, 6.24988e-10, -10.7284
2.1265e+06, 6.24841e-10, -10.729
2.127e+06, 6.24694e-10, -10.7295
2.1275e+06, 6.24547e-10, -10.73
2.128e+06, 6.24401e-10, -10.7305
2.1285e+06, 6.24254e-10, -10.7311
2.129e+06, 6.24107e-10, -10.7316
2.1295e+06, 6.23961e-10, -10.7321
2.13e+06, 6.23814e-10, -10.7326
2.1305e+06, 6.23668e-10, -10.7332
2.131e+06, 6.23522e-10, -10.7337
2.1315e+06, 6.23375e-10, -10.7342
2.132e+06, 6.23229e-10, -10.7348
2.1325e+06, 6.23083e-10, -10.7353
2.133e+06, 6.22937e-10, -10.7358
2.1335e+06, 6.22791e-10, -10.7363
2.134e+06, 6.22645e-10, -10.7369
2.1345e+06, 6.22499e-10, -10.7374
2.135e+06, 6.22353e-10, -10.7379
2.1355e+06, 6.22208e-10, -10.7384
2.136e+06, 6.22062e-10, -10.7389
2.1365e+06, 6.21916e-10, -10.7395
2.137e+06, 6.21771e-10, -10.74
2.1375e+06, 6.21625e-10, -10.7405
2.138e+06, 6.2148e-10, -10.741
2.1385e+06, 6.21335e-10, -10.7416
2.139e+06, 6.2119e-10, -10.7421
2.1395e+06, 6.21044e-10, -10.7426
2.14e+06, 6.20899e-10, -10.7431
2.1405e+06, 6.20754e-10, -10.7436
2.141e+06, 6.20609e-10, -10.7442
2.1415e+06, 6.20464e-10, -10.7447
2.142e+06, 6.2032e-10, -10.7452
2.1425e+06, 6.20175e-10, -10.7457
2.143e+06, 6.2003e-10, -10.7462
2.1435e+06, 6.19885e-10, -10.7468
2.144e+06, 6.19741e-10, -10.7473
2.1445e+06, 6.19596e-10, -10.7478
2.145e+06, 6.19452e-10, -10.7483
2.1455e+06, 6.19308e-10, -10.7488
2.146e+06, 6.19163e-10, -10.7494
2.1465e+06, 6.19019e-10, -10.7499
2.147e+06, 6.18875e-10, -10.7504
2.1475e+06, 6.18731e-10, -10.7509
2.148e+06, 6.18587e-10, -10.7514
2.1485e+06, 6.18443e-10, -10.7519
2.149e+06, 6.18299e-10, -10.7525
2.1495e+06, 6.18155e-10, -10.753
2.15e+06, 6.18011e-10, -10.7535
2.1505e+06, 6.17868e-10, -10.754
2.151e+06, 6.17724e-10, -10.7545
2.1515e+06, 6.1758e-10, -10.755
2.152e+06, 6.17437e-10, -10.7556
2.1525e+06, 6.17294e-10, -10.7561
2.153e+06, 6.1715e-10, -10.7566
2.1535e+06, 6.17007e-10, -10.7571
2.154e+06, 6.16864e-10, -10.7576
2.1545e+06, 6.16721e-10, -10.7581
2.155e+06, 6.16577e-10, -10.7586
2.1555e+06, 6.16434e-10, -10.7592
2.156e+06, 6.16291e-10, -10.7597
2.1565e+06, 6.16149e-10, -10.7602
2.157e+06, 6.16006e-10, -10.7607
2.1575e+06, 6.15863e-10, -10.7612
2.158e+06, 6.1572e-10, -10.7617
2.1585e+06, 6.15578e-10, -10.7622
2.159e+06, 6.15435e-10, -10.7628
2.1595e+06, 6.15293e-10, -10.7633
2.16e+06, 6.1515e-10, -10.7638
2.1605e+06, 6.15008e-10, -10.7643
2.161e+06, 6.14866e-10, -10.7648
2.1615e+06, 6.14723e-10, -10.7653
2.162e+06, 6.14581e-10, -10.7658
2.1625e+06, 6.14439e-10, -10.7663
2.163e+06, 6.14297e-10, -10.7668
2.1635e+06, 6.14155e-10, -10.7674
2.164e+06, 6.14013e-10, -10.7679
2.1645e+06, 6.13871e-10, -10.7684
2.165e+06, 6.1373e-10, -10.7689
2.1655e+06, 6.13588e-10, -10.7694
2.166e+06, 6.13446e-10, -10.7699
2.1665e+06, 6.13305e-10, -10.7704
2.167e+06, 6.13163e-10, -10.7709
2.1675e+06, 6.13022e-10, -10.7714
2.168e+06, 6.1288e-10, -10.7719
2.1685e+06, 6.12739e-10, -10.7725
2.169e+06, 6.12598e-10, -10.773
2.1695e+06, 6.12457e-10, -10.7735
2.17e+06, 6.12315e-10, -10.774
2.1705e+06, 6.12174e-10, -10.7745
2.171e+06, 6.12033e-10, -10.775
2.1715e+06, 6.11892e-10, -10.7755
2.172e+06, 6.11752e-10, -10.776
2.1725e+06, 6.11611e-10, -10.7765
2.173e+06, 6.1147e-10, -10.777
2.1735e+06, 6.11329e-10, -10.7775
2.174e+06, 6.11189e-10, -10.778
2.1745e+06, 6.11048e-10, -10.7785
2.175e+06, 6.10908e-10, -10.779
2.1755e+06, 6.10767e-10, -10.7795
2.176e+06, 6.10627e-10, -10.7801
2.1765e+06, 6.10487e-10, -10.7806
2.177e+06, 6.10347e-10, -10.7811
2.1775e+06, 6.10206e-10, -10.7816
2.178e+06, 6.10066e-10, -10.7821
2.1785e+06, 6.09926e-10, -10.7826
2.179e+06, 6.09786e-10, -10.7831
2.1795e+06, 6.09646e-10, -10.7836
2.18e+06, 6.09507e-10, -10.7841
2.1805e+06, 6.09367e-10, -10.7846
2.181e+06, 6.09227e-10, -10.7851
2.1815e+06, 6.09088e-10, -10.7856
2.182e+06, 6.08948e-10, -10.7861
2.1825e+06, 6.08808e-10, -10.7866
2.183e+06, 6.08669e-10, -10.7871
2.1835e+06, 6.0853e-10, -10.7876
2.184e+06, 6.0839e-10, -10.7881
2.1845e+06, 6.08251e-10, -10.7886
2.185e+06, 6.08112e-10, -10.7891
2.1855e+06, 6.07973e-10, -10.7896
2.186e+06, 6.07834e-10, -10.7901
2.1865e+06, 6.07695e-10, -10.7906
2.187e+06, 6.07556e-10, -10.7911
2.1875e+06, 6.07417e-10, -10.7916
2.188e+06, 6.07278e-10, -10.7921
2.1885e+06, 6.07139e-10, -10.7926
2.189e+06, 6.07001e-10, -10.7931
2.1895e+06, 6.06862e-10, -10.7936
2.19e+06, 6.06724e-10, -10.7941
2.1905e+06, 6.06585e-10, -10.7946
2.191e+06, 6.06447e-10, -10.7951
2.1915e+06, 6.06308e-10, -10.7956
2.192e+06, 6.0617e-10, -10.7961
2.1925e+06, 6.06032e-10, -10.7966
2.193e+06, 6.05894e-10, -10.7971
2.1935e+06, 6.05755e-10, -10.7976
2.194e+06, 6.05617e-10, -10.7981
2.1945e+06, 6.05479e-10, -10.7986
2.195e+06, 6.05341e-10, -10.7991
2.1955e+06, 6.05204e-10, -10.7996
2.196e+06, 6.05066e-10, -10.8
2.1965e+06, 6.04928e-10, -10.8005
2.197e+06, 6.0479e-10, -10.801
2.1975e+06, 6.04653e-10, -10.8015
2.198e+06, 6.04515e-10, -10.802
2.1985e+06, 6.04378e-10, -10.8025
2.199e+06, 6.0424e-10, -10.803
2.1995e+06, 6.04103e-10, -10.8035
2.2e+06, 6.03966e-10, -10.804
2.2005e+06, 6.03828e-10, -10.8045
2.201e+06, 6.03691e-10, -10.805
2.2015e+06, 6.03554e-10, -10.8055
2.202e+06, 6.03417e-10, -10.806
2.2025e+06, 6.0328e-10, -10.8065
2.203e+06, 6.03143e-10, -10.807
2.2035e+06, 6.03006e-10, -10.8075
2.204e+06, 6.0287e-10, -10.808
2.2045e+06, 6.02733e-10, -10.8084
2.205e+06, 6.02596e-10, -10.8089
2.2055e+06, 6.0246e-10, -10.8094
2.206e+06, 6.02323e-10, -10.8099
2.2065e+06, 6.02186e-10, -10.8104
2.207e+06, 6.0205e-10, -10.8109
2.2075e+06, 6.01914e-10, -10.8114
2.208e+06, 6.01777e-10, -10.8119
2.2085e+06, 6.01641e-10, -10.8124
2.209e+06, 6.01505e-10, -10.8129
2.2095e+06, 6.01369e-10, -10.8134
2.21e+06, 6.01233e-10, -10.8139
2.2105e+06, 6.01097e-10, -10.8143
2.211e+06, 6.00961e-10, -10.8148
2.2115e+06, 6.00825e-10, -10.8153
2.212e+06, 6.00689e-10, -10.8158
2.2125e+06, 6.00553e-10, -10.8163
2.213e+06, 6.00418e-10, -10.8168
2.2135e+06, 6.00282e-10, -10.8173
2.214e+06, 6.00147e-10, -10.8178
2.2145e+06, 6.00011e-10, -10.8182
2.215e+06, 5.99876e-10, -10.8187
2.2155e+06, 5.9974e-10, -10.8192
2.216e+06, 5.99605e-10, -10.8197
2.2165e+06, 5.9947e-10, -10.8202
2.217e+06, 5.99334e-10, -10.8207
2.2175e+06, 5.99199e-10, -10.8212
2.218e+06, 5.99064e-10, -10.8216
2.2185e+06, 5.98929e-10, -10.8221
2.219e+06, 5.98794e-10, -10.8226
2.2195e+06, 5.98659e-10, -10.8231
2.22e+06, 5.98525e-10, -10.8236
2.2205e+06, 5.9839e-10, -10.8241
2.221e+06, 5.98255e-10, -10.8246
2.2215e+06, 5.9812e-10, -10.825
2.222e+06, 5.97986e-10, -10.8255
2.2225e+06, 5.97851e-10, -10.826
2.223e+06, 5.97717e-10, -10.8265
2.2235e+06, 5.97582e-10, -10.827
2.224e+06, 5.97448e-10, -10.8275
2.2245e+06, 5.97314e-10, -10.8279
2.225e+06, 5.9718e-10, -10.8284
2.2255e+06, 5.97045e-10, -10.8289
2.226e+06, 5.96911e-10, -10.8294
2.2265e+06, 5.96777e-10, -10.8299
2.227e+06, 5.96643e-10, -10.8304
2.2275e+06, 5.96509e-10, -10.8308
2.228e+06, 5.96375e-10, -10.8313
2.2285e+06, 5.96242e-10, -10.8318
2.229e+06, 5.96108e-10, -10.8323
2.2295e+06, 5.95974e-10, -10.8328
2.23e+06, 5.95841e-10, -10.8332
2.2305e+06, 5.95707e-10, -10.8337
2.231e+06, 5.95573e-10, -10.8342
2.2315e+06, 5.9544e-10, -10.8347
2.232e+06, 5.95307e-10, -10.8352
2.2325e+06, 5.95173e-10, -10.8356
2.233e+06, 5.9504e-10, -10.8361
2.2335e+06, 5.94907e-10, -10.8366
2.234e+06, 5.94774e-10, -10.8371
2.2345e+06, 5.94641e-10, -10.8376
2.235e+06, 5.94508e-10, -10.838
2.2355e+06, 5.94375e-10, -10.8385
2.236e+06, 5.94242e-10, -10.839
2.2365e+06, 5.94109e-10, -10.8395
2.237e+06, 5.93976e-10, -10.84
2.2375e+06, 5.93843e-10, -10.8404
2.238e+06, 5.93711e-10, -10.8409
2.2385e+06, 5.93578e-10, -10.8414
2.239e+06, 5.93445e-10, -10.8419
2.2395e+06, 5.93313e-10, -10.8423
2.24e+06, 5.93181e-10, -10.8428
2.2405e+06, 5.93048e-10, -10.8433
2.241e+06, 5.92916e-10, -10.8438
2.2415e+06, 5.92784e-10, -10.8442
2.242e+06, 5.92651e-10, -10.8447
2.2425e+06, 5.92519e-10, -10.8452
2.243e+06, 5.92387e-10, -10.8457
2.2435e+06, 5.92255e-10, -10.8461
2.244e+06, 5.92123e-10, -10.8466
2.2445e+06, 5.91991e-10, -10.8471
2.245e+06, 5.91859e-10, -10.8476
2.2455e+06, 5.91728e-10, -10.848
2.246e+06, 5.91596e-10, -10.8485
2.2465e+06, 5.91464e-10, -10.849
2.247e+06, 5.91333e-10, -10.8495
2.2475e+06, 5.91201e-10, -10.8499
2.248e+06, 5.9107e-10, -10.8504
2.2485e+06, 5.90938e-10, -10.8509
2.249e+06, 5.90807e-10, -10.8514
2.2495e+06, 5.90675e-10, -10.8518
2.25e+06, 5.90544e-10, -10.8523
2.2505e+06, 5.90413e-10, -10.8528
2.251e+06, 5.90282e-10, -10.8532
2.2515e+06, 5.90151e-10, -10.8537
2.252e+06, 5.9002e-10, -10.8542
2.2525e+06, 5.89889e-10, -10.8547
2.253e+06, 5.89758e-10, -10.8551
2.2535e+06, 5.89627e-10, -10.8556
2.254e+06, 5.89496e-10, -10.8561
2.2545e+06, 5.89365e-10, -10.8565
2.255e+06, 5.89235e-10, -10.857
2.2555e+06, 5.89104e-10, -10.8575
2.256e+06, 5.88974e-10, -10.8579
2.2565e+06, 5.88843e-10, -10.8584
2.257e+06, 5.88713e-10, -10.8589
2.2575e+06, 5.88582e-10, -10.8594
2.258e+06, 5.88452e-10, -10.8598
2.2585e+06, 5.88322e-10, -10.8603
2.259e+06, 5.88191e-10, -10.8608
2.2595e+06, 5.88061e-10, -10.8612
2.26e+06, 5.87931e-10, -10.8617
2.2605e+06, 5.87801e-10, -10.8622
2.261e+06, 5.87671e-10, -10.8626
2.2615e+06, 5.87541e-10, -10.8631
2.262e+06, 5.87411e-10, -10.8636
2.2625e+06, 5.87282e-10, -10.864
2.263e+06, 5.87152e-10, -10.8645
2.2635e+06, 5.87022e-10, -10.865
2.264e+06, 5.86892e-10, -10.8654
2.2645e+06, 5.86763e-10, -10.8659
2.265e+06, 5.86633e-10, -10.8664
2.2655e+06, 5.86504e-10, -10.8668
2.266e+06, 5.86374e-10, -10.8673
2.2665e+06, 5.86245e-10, -10.8678
2.267e+06, 5.86116e-10, -10.8682
2.2675e+06, 5.85987e-10, -10.8687
2.268e+06, 5.85857e-10, -10.8691
2.2685e+06, 5.85728e-10, -10.8696
2.269e+06, 5.85599e-10, -10.8701
2.2695e+06, 5.8547e-10, -10.8705
2.27e+06, 5.85341e-10, -10.871
2.2705e+06, 5.85212e-10, -10.8715
2.271e+06, 5.85083e-10, -10.8719
2.2715e+06, 5.84955e-10, -10.8724
2.272e+06, 5.84826e-10, -10.8729
2.2725e+06, 5.84697e-10, -10.8733
2.273e+06, 5.84569e-10, -10.8738
2.2735e+06, 5.8444e-10, -10.8742
2.274e+06, 5.84312e-10, -10.8747
2.2745e+06, 5.84183e-10, -10.8752
2.275e+06, 5.84055e-10, -10.8756
2.2755e+06, 5.83926e-10, -10.8761
2.276e+06, 5.83798e-10, -10.8765
2.2765e+06, 5.8367e-10, -10.877
2.277e+06, 5.83542e-10, -10.8775
2.2775e+06, 5.83414e-10, -10.8779
2.278e+06, 5.83286e-10, -10.8784
2.2785e+06, 5.83158e-10, -10.8788
2.279e+06, 5.8303e-10, -10.8793
2.2795e+06, 5.82902e-10, -10.8798
2.28e+06, 5.82774e-10, -10.8802
2.2805e+06, 5.82646e-10, -10.8807
2.281e+06, 5.82518e-10, -10.8811
2.2815e+06, 5.82391e-10, -10.8816
2.282e+06, 5.82263e-10, -10.8821
2.2825e+06, 5.82136e-10, -10.8825
2.283e+06, 5.82008e-10, -10.883
2.2835e+06, 5.81881e-10, -10.8834
2.284e+06, 5.81753e-10, -10.8839
2.2845e+06, 5.81626e-10, -10.8844
2.285e+06, 5.81499e-10, -10.8848
2.2855e+06, 5.81371e-10, -10.8853
2.286e+06, 5.81244e-10, -10.8857
2.2865e+06, 5.81117e-10, -10.8862
2.287e+06, 5.8099e-10, -10.8866
2.2875e+06, 5.80863e-10, -10.8871
2.288e+06, 5.80736e-10, -10.8875
2.2885e+06, 5.80609e-10, -10.888
2.289e+06, 5.80482e-10, -10.8885
2.2895e+06, 5.80356e-10, -10.8889
2.29e+06, 5.80229e-10, -10.8894
2.2905e+06, 5.80102e-10, -10.8898
2.291e+06, 5.79976e-10, -10.8903
2.2915e+06, 5.79849e-10, -10.8907
2.292e+06, 5.79723e-10, -10.8912
2.2925e+06, 5.79596e-10, -10.8916
2.293e+06, 5.7947e-10, -10.8921
2.2935e+06, 5.79344e-10, -10.8925
2.294e+06, 5.79217e-10, -10.893
2.2945e+06, 5.79091e-10, -10.8935
2.295e+06, 5.78965e-10, -10.8939
2.2955e+06, 5.78839e-10, -10.8944
2.296e+06, 5.78713e-10, -10.8948
2.2965e+06, 5.78587e-10, -10.8953
2.297e+06, 5.78461e-10, -10.8957
2.2975e+06, 5.78335e-10, -10.8962
2.298e+06, 5.78209e-10, -10.8966
2.2985e+06, 5.78083e-10, -10.8971
2.299e+06, 5.77958e-10, -10.8975
2.2995e+06, 5.77832e-10, -10.898
2.3e+06, 5.77706e-10, -10.8984
2.3005e+06, 5.77581e-10, -10.8989
2.301e+06, 5.77455e-10, -10.8993
2.3015e+06, 5.7733e-10, -10.8998
2.302e+06, 5.77204e-10, -10.9002
2.3025e+06, 5.77079e-10, -10.9007
2.303e+06, 5.76954e-10, -10.9011
2.3035e+06, 5.76829e-10, -10.9016
2.304e+06, 5.76703e-10, -10.902
2.3045e+06, 5.76578e-10, -10.9025
2.305e+06, 5.76453e-10, -10.9029
2.3055e+06, 5.76328e-10, -10.9034
2.306e+06, 5.76203e-10, -10.9038
2.3065e+06, 5.76078e-10, -10.9043
2.307e+06, 5.75953e-10, -10.9047
2.3075e+06, 5.75829e-10, -10.9052
2.308e+06, 5.75704e-10, -10.9056
2.3085e+06, 5.75579e-10, -10.9061
2.309e+06, 5.75455e-10, -10.9065
2.3095e+06, 5.7533e-10, -10.907
2.31e+06, 5.75205e-10, -10.9074
2.3105e+06, 5.75081e-10, -10.9078
2.311e+06, 5.74957e-10, -10.9083
2.3115e+06, 5.74832e-10, -10.9087
2.312e+06, 5.74708e-10, -10.9092
2.3125e+06, 5.74584e-10, -10.9096
2.313e+06, 5.74459e-10, -10.9101
2.3135e+06, 5.74335e-10, -10.9105
2.314e+06, 5.74211e-10, -10.911
2.3145e+06, 5.74087e-10, -10.9114
2.315e+06, 5.73963e-10, -10.9118
2.3155e+06, 5.73839e-10, -10.9123
2.316e+06, 5.73715e-10, -10.9127
2.3165e+06, 5.73591e-10, -10.9132
2.317e+06, 5.73468e-10, -10.9136
2.3175e+06, 5.73344e-10, -10.9141
2.318e+06, 5.7322e-10, -10.9145
2.3185e+06, 5.73097e-10, -10.915
2.319e+06, 5.72973e-10, -10.9154
2.3195e+06, 5.7285e-10, -10.9158
2.32e+06, 5.72726e-10, -10.9163
2.3205e+06, 5.72603e-10, -10.9167
2.321e+06, 5.72479e-10, -10.9172
2.3215e+06, 5.72356e-10, -10.9176
2.322e+06, 5.72233e-10, -10.9181
2.3225e+06, 5.7211e-10, -10.9185
2.323e+06, 5.71986e-10, -10.9189
2.3235e+06, 5.71863e-10, -10.9194
2.324e+06, 5.7174e-10, -10.9198
2.3245e+06, 5.71617e-10, -10.9203
2.325e+06, 5.71494e-10, -10.9207
2.3255e+06, 5.71372e-10, -10.9211
2.326e+06, 5.71249e-10, -10.9216
2.3265e+06, 5.71126e-10, -10.922
2.327e+06, 5.71003e-10, -10.9225
2.3275e+06, 5.70881e-10, -10.9229
2.328e+06, 5.70758e-10, -10.9233
2.3285e+06, 5.70635e-10, -10.9238
2.329e+06, 5.70513e-10, -10.9242
2.3295e+06, 5.7039e-10, -10.9247
2.33e+06, 5.70268e-10, -10.9251
2.3305e+06, 5.70146e-10, -10.9255
2.331e+06, 5.70023e-10, -10.926
2.3315e+06, 5.69901e-10, -10.9264
2.332e+06, 5.69779e-10, -10.9268
2.3325e+06, 5.69657e-10, -10.9273
2.333e+06, 5.69535e-10, -10.9277
2.3335e+06, 5.69413e-10, -10.9282
2.334e+06, 5.69291e-10, -10.9286
2.3345e+06, 5.69169e-10, -10.929
2.335e+06, 5.69047e-10, -10.9295
2.3355e+06, 5.68925e-10, -10.9299
2.336e+06, 5.68803e-10, -10.9303
2.3365e+06, 5.68682e-10, -10.9308
2.337e+06, 5.6856e-10, -10.9312
2.3375e+06, 5.68438e-10, -10.9316
2.338e+06, 5.68317e-10, -10.9321
2.3385e+06, 5.68195e-10, -10.9325
2.339e+06, 5.68074e-10, -10.933
2.3395e+06, 5.67952e-10, -10.9334
2.34e+06, 5.67831e-10, -10.9338
2.3405e+06, 5.6771e-10, -10.9343
2.341e+06, 5.67588e-10, -10.9347
2.3415e+06, 5.67467e-10, -10.9351
2.342e+06, 5.67346e-10, -10.9356
2.3425e+06, 5.67225e-10, -10.936
2.343e+06, 5.67104e-10, -10.9364
2.3435e+06, 5.66983e-10, -10.9369
2.344e+06, 5.66862e-10, -10.9373
2.3445e+06, 5.66741e-10, -10.9377
2.345e+06, 5.6662e-10, -10.9382
2.3455e+06, 5.66499e-10, -10.9386
2.346e+06, 5.66379e-10, -10.939
2.3465e+06, 5.66258e-10, -10.9395
2.347e+06, 5.66137e-10, -10.9399
2.3475e+06, 5.66017e-10, -10.9403
2.348e+06, 5.65896e-10, -10.9408
2.3485e+06, 5.65776e-10, -10.9412
2.349e+06, 5.65655e-10, -10.9416
2.3495e+06, 5.65535e-10, -10.942
2.35e+06, 5.65415e-10, -10.9425
2.3505e+06, 5.65294e-10, -10.9429
2.351e+06, 5.65174e-10, -10.9433
2.3515e+06, 5.65054e-10, -10.9438
2.352e+06, 5.64934e-10, -10.9442
2.3525e+06, 5.64814e-10, -10.9446
2.353e+06, 5.64694e-10, -10.9451
2.3535e+06, 5.64574e-10, -10.9455
2.354e+06, 5.64454e-10, -10.9459
2.3545e+06, 5.64334e-10, -10.9463
2.355e+06, 5.64214e-10, -10.9468
2.3555e+06, 5.64094e-10, -10.9472
2.356e+06, 5.63975e-10, -10.9476
2.3565e+06, 5.63855e-10, -10.948
2.357e+06, 5.63735e-10, -10.9485
2.3575e+06, 5.63616e-10, -10.9489
2.358e+06, 5.63496e-10, -10.9493
2.3585e+06, 5.63377e-10, -10.9498
2.359e+06, 5.63257e-10, -10.9502
2.3595e+06, 5.63138e-10, -10.9506
2.36e+06, 5.63019e-10, -10.951
2.3605e+06, 5.629e-10, -10.9515
2.361e+06, 5.6278e-10, -10.9519
2.3615e+06, 5.62661e-10, -10.9523
2.362e+06, 5.62542e-10, -10.9527
2.3625e+06, 5.62423e-10, -10.9532
2.363e+06, 5.62304e-10, -10.9536
2.3635e+06, 5.62185e-10, -10.954
2.364e+06, 5.62066e-10, -10.9544
2.3645e+06, 5.61947e-10, -10.9549
2.365e+06, 5.61829e-10, -10.9553
2.3655e+06, 5.6171e-10, -10.9557
2.366e+06, 5.61591e-10, -10.9561
2.3665e+06, 5.61472e-10, -10.9566
2.367e+06, 5.61354e-10, -10.957
2.3675e+06, 5.61235e-10, -10.9574
2.368e+06, 5.61117e-10, -10.9578
2.3685e+06, 5.60998e-10, -10.9583
2.369e+06, 5.6088e-10, -10.9587
2.3695e+06, 5.60762e-10, -10.9591
2.37e+06, 5.60643e-10, -10.9595
2.3705e+06, 5.60525e-10, -10.9599
2.371e+06, 5.60407e-10, -10.9604
2.3715e+06, 5.60289e-10, -10.9608
2.372e+06, 5.60171e-10, -10.9612
2.3725e+06, 5.60052e-10, -10.9616
2.373e+06, 5.59934e-10, -10.962
2.3735e+06, 5.59816e-10, -10.9625
2.374e+06, 5.59699e-10, -10.9629
2.3745e+06, 5.59581e-10, -10.9633
2.375e+06, 5.59463e-10, -10.9637
2.3755e+06, 5.59345e-10, -10.9641
2.376e+06, 5.59227e-10, -10.9646
2.3765e+06, 5.5911e-10, -10.965
2.377e+06, 5.58992e-10, -10.9654
2.3775e+06, 5.58875e-10, -10.9658
2.378e+06, 5.58757e-10, -10.9663
2.3785e+06, 5.5864e-10, -10.9667
2.379e+06, 5.58522e-10, -10.9671
2.3795e+06, 5.58405e-10, -10.9675
2.38e+06, 5.58288e-10, -10.9679
2.3805e+06, 5.5817e-10, -10.9683
2.381e+06, 5.58053e-10, -10.9688
2.3815e+06, 5.57936e-10, -10.9692
2.382e+06, 5.57819e-10, -10.9696
2.3825e+06, 5.57702e-10, -10.97
2.383e+06, 5.57585e-10, -10.9704
2.3835e+06, 5.57468e-10, -10.9708
2.384e+06, 5.57351e-10, -10.9713
2.3845e+06, 5.57234e-10, -10.9717
2.385e+06, 5.57117e-10, -10.9721
2.3855e+06, 5.57e-10, -10.9725
2.386e+06, 5.56884e-10, -10.9729
2.3865e+06, 5.56767e-10, -10.9733
2.387e+06, 5.5665e-10, -10.9738
2.3875e+06, 5.56534e-10, -10.9742
2.388e+06, 5.56417e-10, -10.9746
2.3885e+06, 5.56301e-10, -10.975
2.389e+06, 5.56184e-10, -10.9754
2.3895e+06, 5.56068e-10, -10.9758
2.39e+06, 5.55952e-10, -10.9762
2.3905e+06, 5.55835e-10, -10.9767
2.391e+06, 5.55719e-10, -10.9771
2.3915e+06, 5.55603e-10, -10.9775
2.392e+06, 5.55487e-10, -10.9779
2.3925e+06, 5.55371e-10, -10.9783
2.393e+06, 5.55255e-10, -10.9787
2.3935e+06, 5.55139e-10, -10.9791
2.394e+06, 5.55023e-10, -10.9796
2.3945e+06, 5.54907e-10, -10.98
2.395e+06, 5.54791e-10, -10.9804
2.3955e+06, 5.54675e-10, -10.9808
2.396e+06, 5.54559e-10, -10.9812
2.3965e+06, 5.54444e-10, -10.9816
2.397e+06, 5.54328e-10, -10.982
2.3975e+06, 5.54213e-10, -10.9824
2.398e+06, 5.54097e-10, -10.9829
2.3985e+06, 5.53981e-10, -10.9833
2.399e+06, 5.53866e-10, -10.9837
2.3995e+06, 5.53751e-10, -10.9841
2.4e+06, 5.53635e-10, -10.9845
2.4005e+06, 5.5352e-10, -10.9849
2.401e+06, 5.53405e-10, -10.9853
2.4015e+06, 5.53289e-10, -10.9857
2.402e+06, 5.53174e-10, -10.9861
2.4025e+06, 5.53059e-10, -10.9865
2.403e+06, 5.52944e-10, -10.987
2.4035e+06, 5.52829e-10, -10.9874
2.404e+06, 5.52714e-10, -10.9878
