Scale, Error, Expectation
8.5395e+06, 1.55598e-10, -8.94199
8.54e+06, 1.55588e-10, -8.94152
8.5405e+06, 1.55579e-10, -8.94105
8.541e+06, 1.5557e-10, -8.94057
8.5415e+06, 1.55561e-10, -8.94011
8.542e+06, 1.55552e-10, -8.93962
8.5425e+06, 1.55543e-10, -8.93916
8.543e+06, 1.55534e-10, -8.93869
8.5435e+06, 1.55525e-10, -8.93822
8.544e+06, 1.55516e-10, -8.93775
8.5445e+06, 1.55506e-10, -8.93727
8.545e+06, 1.55497e-10, -8.93681
8.5455e+06, 1.55488e-10, -8.93633
8.546e+06, 1.55479e-10, -8.93585
8.5465e+06, 1.5547e-10, -8.93539
8.547e+06, 1.55461e-10, -8.93491
8.5475e+06, 1.55452e-10, -8.93444
8.548e+06, 1.55443e-10, -8.93397
8.5485e+06, 1.55434e-10, -8.9335
8.549e+06, 1.55425e-10, -8.93302
8.5495e+06, 1.55416e-10, -8.93254
8.55e+06, 1.55406e-10, -8.93207
8.5505e+06, 1.55397e-10, -8.9316
8.551e+06, 1.55388e-10, -8.93112
8.5515e+06, 1.55379e-10, -8.93065
8.552e+06, 1.5537e-10, -8.93018
8.5525e+06, 1.55361e-10, -8.92971
8.553e+06, 1.55352e-10, -8.92925
8.5535e+06, 1.55343e-10, -8.92877
8.554e+06, 1.55334e-10, -8.92829
8.5545e+06, 1.55325e-10, -8.92781
8.555e+06, 1.55316e-10, -8.92734
8.5555e+06, 1.55307e-10, -8.92687
8.556e+06, 1.55297e-10, -8.9264
8.5565e+06, 1.55288e-10, -8.92592
8.557e+06, 1.55279e-10, -8.92546
8.5575e+06, 1.5527e-10, -8.92498
8.558e+06, 1.55261e-10, -8.9245
8.5585e+06, 1.55252e-10, -8.92403
8.559e+06, 1.55243e-10, -8.92356
8.5595e+06, 1.55234e-10, -8.92309
8.56e+06, 1.55225e-10, -8.92261
8.5605e+06, 1.55216e-10, -8.92214
8.561e+06, 1.55207e-10, -8.92167
8.5615e+06, 1.55198e-10, -8.9212
8.562e+06, 1.55189e-10, -8.92073
8.5625e+06, 1.5518e-10, -8.92025
8.563e+06, 1.5517e-10, -8.91978
8.5635e+06, 1.55161e-10, -8.91929
8.564e+06, 1.55152e-10, -8.91883
8.5645e+06, 1.55143e-10, -8.91835
8.565e+06, 1.55134e-10, -8.91789
8.5655e+06, 1.55125e-10, -8.91741
8.566e+06, 1.55116e-10, -8.91693
8.5665e+06, 1.55107e-10, -8.91645
8.567e+06, 1.55098e-10, -8.91598
8.5675e+06, 1.55089e-10, -8.91551
8.568e+06, 1.5508e-10, -8.91504
8.5685e+06, 1.55071e-10, -8.91457
8.569e+06, 1.55062e-10, -8.9141
8.5695e+06, 1.55053e-10, -8.91362
8.57e+06, 1.55044e-10, -8.91314
8.5705e+06, 1.55035e-10, -8.91268
8.571e+06, 1.55026e-10, -8.9122
8.5715e+06, 1.55017e-10, -8.91171
8.572e+06, 1.55008e-10, -8.91125
8.5725e+06, 1.54999e-10, -8.91077
8.573e+06, 1.54989e-10, -8.9103
8.5735e+06, 1.5498e-10, -8.90982
8.574e+06, 1.54971e-10, -8.90935
8.5745e+06, 1.54962e-10, -8.90887
8.575e+06, 1.54953e-10, -8.9084
8.5755e+06, 1.54944e-10, -8.90793
8.576e+06, 1.54935e-10, -8.90745
8.5765e+06, 1.54926e-10, -8.90698
8.577e+06, 1.54917e-10, -8.90651
8.5775e+06, 1.54908e-10, -8.90603
8.578e+06, 1.54899e-10, -8.90556
8.5785e+06, 1.5489e-10, -8.90507
8.579e+06, 1.54881e-10, -8.90461
8.5795e+06, 1.54872e-10, -8.90413
8.58e+06, 1.54863e-10, -8.90366
8.5805e+06, 1.54854e-10, -8.90318
8.581e+06, 1.54845e-10, -8.90271
8.5815e+06, 1.54836e-10, -8.90224
8.582e+06, 1.54827e-10, -8.90177
8.5825e+06, 1.54818e-10, -8.90129
8.583e+06, 1.54809e-10, -8.90081
8.5835e+06, 1.548e-10, -8.90034
8.584e+06, 1.54791e-10, -8.89987
8.5845e+06, 1.54782e-10, -8.89939
8.585e+06, 1.54773e-10, -8.89893
8.5855e+06, 1.54764e-10, -8.89844
8.586e+06, 1.54755e-10, -8.89796
8.5865e+06, 1.54746e-10, -8.89749
8.587e+06, 1.54737e-10, -8.89701
8.5875e+06, 1.54728e-10, -8.89654
8.588e+06, 1.54719e-10, -8.89606
8.5885e+06, 1.5471e-10, -8.8956
8.589e+06, 1.54701e-10, -8.89511
8.5895e+06, 1.54692e-10, -8.89463
8.59e+06, 1.54683e-10, -8.89416
8.5905e+06, 1.54674e-10, -8.89369
8.591e+06, 1.54665e-10, -8.89321
8.5915e+06, 1.54656e-10, -8.89273
8.592e+06, 1.54647e-10, -8.89226
8.5925e+06, 1.54638e-10, -8.8918
8.593e+06, 1.54629e-10, -8.89132
8.5935e+06, 1.5462e-10, -8.89084
8.594e+06, 1.54611e-10, -8.89036
8.5945e+06, 1.54602e-10, -8.88989
8.595e+06, 1.54593e-10, -8.88941
8.5955e+06, 1.54584e-10, -8.88893
8.596e+06, 1.54575e-10, -8.88847
8.5965e+06, 1.54566e-10, -8.88799
8.597e+06, 1.54557e-10, -8.88751
8.5975e+06, 1.54548e-10, -8.88703
8.598e+06, 1.54539e-10, -8.88656
8.5985e+06, 1.5453e-10, -8.8861
8.599e+06, 1.54521e-10, -8.88561
8.5995e+06, 1.54512e-10, -8.88514
8.6e+06, 1.54503e-10, -8.88466
8.6005e+06, 1.54494e-10, -8.88418
8.601e+06, 1.54485e-10, -8.88371
8.6015e+06, 1.54476e-10, -8.88324
8.602e+06, 1.54467e-10, -8.88275
8.6025e+06, 1.54458e-10, -8.88228
8.603e+06, 1.54449e-10, -8.88181
8.6035e+06, 1.5444e-10, -8.88133
8.604e+06, 1.54431e-10, -8.88085
8.6045e+06, 1.54422e-10, -8.88036
8.605e+06, 1.54413e-10, -8.8799
8.6055e+06, 1.54404e-10, -8.87942
8.606e+06, 1.54395e-10, -8.87895
8.6065e+06, 1.54386e-10, -8.87847
8.607e+06, 1.54377e-10, -8.878
8.6075e+06, 1.54368e-10, -8.87752
8.608e+06, 1.54359e-10, -8.87704
8.6085e+06, 1.5435e-10, -8.87658
8.609e+06, 1.54341e-10, -8.87609
8.6095e+06, 1.54332e-10, -8.87562
8.61e+06, 1.54323e-10, -8.87514
8.6105e+06, 1.54314e-10, -8.87467
8.611e+06, 1.54306e-10, -8.87419
8.6115e+06, 1.54297e-10, -8.87371
8.612e+06, 1.54288e-10, -8.87324
8.6125e+06, 1.54279e-10, -8.87275
8.613e+06, 1.5427e-10, -8.87228
8.6135e+06, 1.54261e-10, -8.87182
8.614e+06, 1.54252e-10, -8.87133
8.6145e+06, 1.54243e-10, -8.87085
8.615e+06, 1.54234e-10, -8.87037
8.6155e+06, 1.54225e-10, -8.8699
8.616e+06, 1.54216e-10, -8.86942
8.6165e+06, 1.54207e-10, -8.86895
8.617e+06, 1.54198e-10, -8.86849
8.6175e+06, 1.54189e-10, -8.86799
8.618e+06, 1.5418e-10, -8.86753
8.6185e+06, 1.54171e-10, -8.86704
8.619e+06, 1.54162e-10, -8.86657
8.6195e+06, 1.54153e-10, -8.86609
8.62e+06, 1.54144e-10, -8.86561
8.6205e+06, 1.54135e-10, -8.86515
8.621e+06, 1.54127e-10, -8.86466
8.6215e+06, 1.54118e-10, -8.86419
8.622e+06, 1.54109e-10, -8.8637
8.6225e+06, 1.541e-10, -8.86323
8.623e+06, 1.54091e-10, -8.86275
8.6235e+06, 1.54082e-10, -8.86227
8.624e+06, 1.54073e-10, -8.8618
8.6245e+06, 1.54064e-10, -8.86133
8.625e+06, 1.54055e-10, -8.86084
8.6255e+06, 1.54046e-10, -8.86037
8.626e+06, 1.54037e-10, -8.85989
8.6265e+06, 1.54028e-10, -8.85942
8.627e+06, 1.54019e-10, -8.85893
8.6275e+06, 1.5401e-10, -8.85846
8.628e+06, 1.54001e-10, -8.85798
8.6285e+06, 1.53993e-10, -8.85751
8.629e+06, 1.53984e-10, -8.85703
8.6295e+06, 1.53975e-10, -8.85654
8.63e+06, 1.53966e-10, -8.85608
8.6305e+06, 1.53957e-10, -8.85559
8.631e+06, 1.53948e-10, -8.85512
8.6315e+06, 1.53939e-10, -8.85464
8.632e+06, 1.5393e-10, -8.85417
8.6325e+06, 1.53921e-10, -8.85368
8.633e+06, 1.53912e-10, -8.8532
8.6335e+06, 1.53903e-10, -8.85273
8.634e+06, 1.53894e-10, -8.85224
8.6345e+06, 1.53886e-10, -8.85178
8.635e+06, 1.53877e-10, -8.8513
8.6355e+06, 1.53868e-10, -8.85083
8.636e+06, 1.53859e-10, -8.85033
8.6365e+06, 1.5385e-10, -8.84986
8.637e+06, 1.53841e-10, -8.84938
8.6375e+06, 1.53832e-10, -8.84892
8.638e+06, 1.53823e-10, -8.84842
8.6385e+06, 1.53814e-10, -8.84795
8.639e+06, 1.53805e-10, -8.84748
8.6395e+06, 1.53797e-10, -8.84699
8.64e+06, 1.53788e-10, -8.84652
8.6405e+06, 1.53779e-10, -8.84605
8.641e+06, 1.5377e-10, -8.84557
8.6415e+06, 1.53761e-10, -8.84509
8.642e+06, 1.53752e-10, -8.84462
8.6425e+06, 1.53743e-10, -8.84415
8.643e+06, 1.53734e-10, -8.84365
8.6435e+06, 1.53725e-10, -8.84318
8.644e+06, 1.53716e-10, -8.8427
8.6445e+06, 1.53708e-10, -8.84222
8.645e+06, 1.53699e-10, -8.84174
8.6455e+06, 1.5369e-10, -8.84127
8.646e+06, 1.53681e-10, -8.84078
8.6465e+06, 1.53672e-10, -8.8403
8.647e+06, 1.53663e-10, -8.83983
8.6475e+06, 1.53654e-10, -8.83935
8.648e+06, 1.53645e-10, -8.83887
8.6485e+06, 1.53636e-10, -8.8384
8.649e+06, 1.53628e-10, -8.83791
8.6495e+06, 1.53619e-10, -8.83744
8.65e+06, 1.5361e-10, -8.83696
8.6505e+06, 1.53601e-10, -8.83649
8.651e+06, 1.53592e-10, -8.83601
8.6515e+06, 1.53583e-10, -8.83553
8.652e+06, 1.53574e-10, -8.83504
8.6525e+06, 1.53565e-10, -8.83457
8.653e+06, 1.53557e-10, -8.83408
8.6535e+06, 1.53548e-10, -8.8336
8.654e+06, 1.53539e-10, -8.83313
8.6545e+06, 1.5353e-10, -8.83265
8.655e+06, 1.53521e-10, -8.83216
8.6555e+06, 1.53512e-10, -8.83169
8.656e+06, 1.53503e-10, -8.83121
8.6565e+06, 1.53494e-10, -8.83073
8.657e+06, 1.53486e-10, -8.83026
8.6575e+06, 1.53477e-10, -8.82978
8.658e+06, 1.53468e-10, -8.8293
8.6585e+06, 1.53459e-10, -8.82883
8.659e+06, 1.5345e-10, -8.82835
8.6595e+06, 1.53441e-10, -8.82787
8.66e+06, 1.53432e-10, -8.82738
8.6605e+06, 1.53424e-10, -8.82691
8.661e+06, 1.53415e-10, -8.82643
8.6615e+06, 1.53406e-10, -8.82596
8.662e+06, 1.53397e-10, -8.82548
8.6625e+06, 1.53388e-10, -8.82499
8.663e+06, 1.53379e-10, -8.8245
8.6635e+06, 1.5337e-10, -8.82403
8.664e+06, 1.53362e-10, -8.82355
8.6645e+06, 1.53353e-10, -8.82307
8.665e+06, 1.53344e-10, -8.82259
8.6655e+06, 1.53335e-10, -8.82211
8.666e+06, 1.53326e-10, -8.82163
8.6665e+06, 1.53317e-10, -8.82115
8.667e+06, 1.53309e-10, -8.82067
8.6675e+06, 1.533e-10, -8.82021
8.668e+06, 1.53291e-10, -8.81973
8.6685e+06, 1.53282e-10, -8.81925
8.669e+06, 1.53273e-10, -8.81875
8.6695e+06, 1.53264e-10, -8.81828
8.67e+06, 1.53255e-10, -8.8178
8.6705e+06, 1.53247e-10, -8.81732
8.671e+06, 1.53238e-10, -8.81684
8.6715e+06, 1.53229e-10, -8.81636
8.672e+06, 1.5322e-10, -8.81588
8.6725e+06, 1.53211e-10, -8.8154
8.673e+06, 1.53202e-10, -8.81492
8.6735e+06, 1.53194e-10, -8.81443
8.674e+06, 1.53185e-10, -8.81397
8.6745e+06, 1.53176e-10, -8.81348
8.675e+06, 1.53167e-10, -8.813
8.6755e+06, 1.53158e-10, -8.81252
8.676e+06, 1.53149e-10, -8.81204
8.6765e+06, 1.53141e-10, -8.81156
8.677e+06, 1.53132e-10, -8.81108
8.6775e+06, 1.53123e-10, -8.81059
8.678e+06, 1.53114e-10, -8.81011
8.6785e+06, 1.53105e-10, -8.80964
8.679e+06, 1.53097e-10, -8.80915
8.6795e+06, 1.53088e-10, -8.80868
8.68e+06, 1.53079e-10, -8.80819
8.6805e+06, 1.5307e-10, -8.80771
8.681e+06, 1.53061e-10, -8.80724
8.6815e+06, 1.53052e-10, -8.80676
8.682e+06, 1.53044e-10, -8.80628
8.6825e+06, 1.53035e-10, -8.80579
8.683e+06, 1.53026e-10, -8.80533
8.6835e+06, 1.53017e-10, -8.80485
8.684e+06, 1.53008e-10, -8.80436
8.6845e+06, 1.53e-10, -8.80388
8.685e+06, 1.52991e-10, -8.80339
8.6855e+06, 1.52982e-10, -8.80292
8.686e+06, 1.52973e-10, -8.80243
8.6865e+06, 1.52964e-10, -8.80195
8.687e+06, 1.52956e-10, -8.80147
8.6875e+06, 1.52947e-10, -8.80099
8.688e+06, 1.52938e-10, -8.8005
8.6885e+06, 1.52929e-10, -8.80003
8.689e+06, 1.5292e-10, -8.79955
8.6895e+06, 1.52912e-10, -8.79906
8.69e+06, 1.52903e-10, -8.7986
8.6905e+06, 1.52894e-10, -8.79811
8.691e+06, 1.52885e-10, -8.79763
8.6915e+06, 1.52876e-10, -8.79715
8.692e+06, 1.52868e-10, -8.79666
8.6925e+06, 1.52859e-10, -8.79618
8.693e+06, 1.5285e-10, -8.79571
8.6935e+06, 1.52841e-10, -8.79523
8.694e+06, 1.52832e-10, -8.79475
8.6945e+06, 1.52824e-10, -8.79426
8.695e+06, 1.52815e-10, -8.79378
8.6955e+06, 1.52806e-10, -8.7933
8.696e+06, 1.52797e-10, -8.79282
8.6965e+06, 1.52788e-10, -8.79234
8.697e+06, 1.5278e-10, -8.79185
8.6975e+06, 1.52771e-10, -8.79137
8.698e+06, 1.52762e-10, -8.7909
8.6985e+06, 1.52753e-10, -8.79042
8.699e+06, 1.52745e-10, -8.78993
8.6995e+06, 1.52736e-10, -8.78945
8.7e+06, 1.52727e-10, -8.78897
8.7005e+06, 1.52718e-10, -8.7885
8.701e+06, 1.52709e-10, -8.78801
8.7015e+06, 1.52701e-10, -8.78753
8.702e+06, 1.52692e-10, -8.78704
8.7025e+06, 1.52683e-10, -8.78656
8.703e+06, 1.52674e-10, -8.78608
8.7035e+06, 1.52666e-10, -8.7856
8.704e+06, 1.52657e-10, -8.78512
8.7045e+06, 1.52648e-10, -8.78463
8.705e+06, 1.52639e-10, -8.78416
8.7055e+06, 1.52631e-10, -8.78368
8.706e+06, 1.52622e-10, -8.78319
8.7065e+06, 1.52613e-10, -8.78271
8.707e+06, 1.52604e-10, -8.78223
8.7075e+06, 1.52595e-10, -8.78175
8.708e+06, 1.52587e-10, -8.78127
8.7085e+06, 1.52578e-10, -8.78079
8.709e+06, 1.52569e-10, -8.78031
8.7095e+06, 1.5256e-10, -8.77984
8.71e+06, 1.52552e-10, -8.77934
8.7105e+06, 1.52543e-10, -8.77886
8.711e+06, 1.52534e-10, -8.77837
8.7115e+06, 1.52525e-10, -8.77788
8.712e+06, 1.52517e-10, -8.7774
8.7125e+06, 1.52508e-10, -8.77692
8.713e+06, 1.52499e-10, -8.77645
8.7135e+06, 1.5249e-10, -8.77596
8.714e+06, 1.52482e-10, -8.77548
8.7145e+06, 1.52473e-10, -8.775
8.715e+06, 1.52464e-10, -8.77451
8.7155e+06, 1.52455e-10, -8.77403
8.716e+06, 1.52447e-10, -8.77356
8.7165e+06, 1.52438e-10, -8.77308
8.717e+06, 1.52429e-10, -8.77259
8.7175e+06, 1.5242e-10, -8.7721
8.718e+06, 1.52412e-10, -8.77163
8.7185e+06, 1.52403e-10, -8.77115
8.719e+06, 1.52394e-10, -8.77065
8.7195e+06, 1.52385e-10, -8.77017
8.72e+06, 1.52377e-10, -8.76969
8.7205e+06, 1.52368e-10, -8.76921
8.721e+06, 1.52359e-10, -8.76873
8.7215e+06, 1.5235e-10, -8.76826
8.722e+06, 1.52342e-10, -8.76777
8.7225e+06, 1.52333e-10, -8.76729
8.723e+06, 1.52324e-10, -8.7668
8.7235e+06, 1.52316e-10, -8.76633
8.724e+06, 1.52307e-10, -8.76584
8.7245e+06, 1.52298e-10, -8.76536
8.725e+06, 1.52289e-10, -8.76487
8.7255e+06, 1.52281e-10, -8.76438
8.726e+06, 1.52272e-10, -8.7639
8.7265e+06, 1.52263e-10, -8.76341
8.727e+06, 1.52254e-10, -8.76294
8.7275e+06, 1.52246e-10, -8.76245
8.728e+06, 1.52237e-10, -8.76198
8.7285e+06, 1.52228e-10, -8.76148
8.729e+06, 1.5222e-10, -8.761
8.7295e+06, 1.52211e-10, -8.76052
8.73e+06, 1.52202e-10, -8.76003
8.7305e+06, 1.52193e-10, -8.75957
8.731e+06, 1.52185e-10, -8.75908
8.7315e+06, 1.52176e-10, -8.75859
8.732e+06, 1.52167e-10, -8.75811
8.7325e+06, 1.52159e-10, -8.75763
8.733e+06, 1.5215e-10, -8.75714
8.7335e+06, 1.52141e-10, -8.75666
8.734e+06, 1.52132e-10, -8.75618
8.7345e+06, 1.52124e-10, -8.7557
8.735e+06, 1.52115e-10, -8.75521
8.7355e+06, 1.52106e-10, -8.75472
8.736e+06, 1.52098e-10, -8.75425
8.7365e+06, 1.52089e-10, -8.75375
8.737e+06, 1.5208e-10, -8.75327
8.7375e+06, 1.52072e-10, -8.75279
8.738e+06, 1.52063e-10, -8.75231
8.7385e+06, 1.52054e-10, -8.75183
8.739e+06, 1.52045e-10, -8.75135
8.7395e+06, 1.52037e-10, -8.75085
8.74e+06, 1.52028e-10, -8.75037
8.7405e+06, 1.52019e-10, -8.7499
8.741e+06, 1.52011e-10, -8.74941
8.7415e+06, 1.52002e-10, -8.74893
8.742e+06, 1.51993e-10, -8.74845
8.7425e+06, 1.51985e-10, -8.74797
8.743e+06, 1.51976e-10, -8.74748
8.7435e+06, 1.51967e-10, -8.747
8.744e+06, 1.51958e-10, -8.7465
8.7445e+06, 1.5195e-10, -8.74602
8.745e+06, 1.51941e-10, -8.74554
8.7455e+06, 1.51932e-10, -8.74504
8.746e+06, 1.51924e-10, -8.74457
8.7465e+06, 1.51915e-10, -8.74409
8.747e+06, 1.51906e-10, -8.7436
8.7475e+06, 1.51898e-10, -8.74312
8.748e+06, 1.51889e-10, -8.74264
8.7485e+06, 1.5188e-10, -8.74215
8.749e+06, 1.51872e-10, -8.74166
8.7495e+06, 1.51863e-10, -8.74119
8.75e+06, 1.51854e-10, -8.7407
8.7505e+06, 1.51846e-10, -8.74021
8.751e+06, 1.51837e-10, -8.73973
8.7515e+06, 1.51828e-10, -8.73925
8.752e+06, 1.5182e-10, -8.73876
8.7525e+06, 1.51811e-10, -8.73828
8.753e+06, 1.51802e-10, -8.73779
8.7535e+06, 1.51794e-10, -8.73731
8.754e+06, 1.51785e-10, -8.73682
8.7545e+06, 1.51776e-10, -8.73634
8.755e+06, 1.51768e-10, -8.73586
8.7555e+06, 1.51759e-10, -8.73537
8.756e+06, 1.5175e-10, -8.73489
8.7565e+06, 1.51742e-10, -8.73442
8.757e+06, 1.51733e-10, -8.73393
8.7575e+06, 1.51724e-10, -8.73344
8.758e+06, 1.51716e-10, -8.73295
8.7585e+06, 1.51707e-10, -8.73246
8.759e+06, 1.51698e-10, -8.73198
8.7595e+06, 1.5169e-10, -8.7315
8.76e+06, 1.51681e-10, -8.73101
8.7605e+06, 1.51672e-10, -8.73053
8.761e+06, 1.51664e-10, -8.73003
8.7615e+06, 1.51655e-10, -8.72956
8.762e+06, 1.51646e-10, -8.72907
8.7625e+06, 1.51638e-10, -8.72858
8.763e+06, 1.51629e-10, -8.72809
8.7635e+06, 1.5162e-10, -8.72762
8.764e+06, 1.51612e-10, -8.72713
8.7645e+06, 1.51603e-10, -8.72665
8.765e+06, 1.51594e-10, -8.72617
8.7655e+06, 1.51586e-10, -8.72569
8.766e+06, 1.51577e-10, -8.7252
8.7665e+06, 1.51568e-10, -8.72471
8.767e+06, 1.5156e-10, -8.72422
8.7675e+06, 1.51551e-10, -8.72374
8.768e+06, 1.51543e-10, -8.72325
8.7685e+06, 1.51534e-10, -8.72277
8.769e+06, 1.51525e-10, -8.72228
8.7695e+06, 1.51517e-10, -8.7218
8.77e+06, 1.51508e-10, -8.72131
8.7705e+06, 1.51499e-10, -8.72083
8.771e+06, 1.51491e-10, -8.72034
8.7715e+06, 1.51482e-10, -8.71986
8.772e+06, 1.51473e-10, -8.71937
8.7725e+06, 1.51465e-10, -8.71888
8.773e+06, 1.51456e-10, -8.7184
8.7735e+06, 1.51448e-10, -8.71792
8.774e+06, 1.51439e-10, -8.71744
8.7745e+06, 1.5143e-10, -8.71695
8.775e+06, 1.51422e-10, -8.71646
8.7755e+06, 1.51413e-10, -8.71598
8.776e+06, 1.51404e-10, -8.71547
8.7765e+06, 1.51396e-10, -8.715
8.777e+06, 1.51387e-10, -8.71451
8.7775e+06, 1.51379e-10, -8.71402
8.778e+06, 1.5137e-10, -8.71353
8.7785e+06, 1.51361e-10, -8.71306
8.779e+06, 1.51353e-10, -8.71256
8.7795e+06, 1.51344e-10, -8.71208
8.78e+06, 1.51335e-10, -8.7116
8.7805e+06, 1.51327e-10, -8.71111
8.781e+06, 1.51318e-10, -8.71063
8.7815e+06, 1.5131e-10, -8.71014
8.782e+06, 1.51301e-10, -8.70966
8.7825e+06, 1.51292e-10, -8.70918
8.783e+06, 1.51284e-10, -8.70869
8.7835e+06, 1.51275e-10, -8.70819
8.784e+06, 1.51266e-10, -8.70771
8.7845e+06, 1.51258e-10, -8.70723
8.785e+06, 1.51249e-10, -8.70673
8.7855e+06, 1.51241e-10, -8.70624
8.786e+06, 1.51232e-10, -8.70577
8.7865e+06, 1.51223e-10, -8.70528
8.787e+06, 1.51215e-10, -8.7048
8.7875e+06, 1.51206e-10, -8.70431
8.788e+06, 1.51198e-10, -8.70382
8.7885e+06, 1.51189e-10, -8.70334
8.789e+06, 1.5118e-10, -8.70286
8.7895e+06, 1.51172e-10, -8.70238
8.79e+06, 1.51163e-10, -8.70189
8.7905e+06, 1.51155e-10, -8.7014
8.791e+06, 1.51146e-10, -8.7009
8.7915e+06, 1.51137e-10, -8.70042
8.792e+06, 1.51129e-10, -8.69993
8.7925e+06, 1.5112e-10, -8.69944
8.793e+06, 1.51112e-10, -8.69895
8.7935e+06, 1.51103e-10, -8.69848
8.794e+06, 1.51094e-10, -8.69799
8.7945e+06, 1.51086e-10, -8.69749
8.795e+06, 1.51077e-10, -8.69701
8.7955e+06, 1.51069e-10, -8.69652
8.796e+06, 1.5106e-10, -8.69604
8.7965e+06, 1.51052e-10, -8.69555
8.797e+06, 1.51043e-10, -8.69507
8.7975e+06, 1.51034e-10, -8.69459
8.798e+06, 1.51026e-10, -8.69411
8.7985e+06, 1.51017e-10, -8.69361
8.799e+06, 1.51009e-10, -8.69313
8.7995e+06, 1.51e-10, -8.69263
8.8e+06, 1.50991e-10, -8.69213
8.8005e+06, 1.50983e-10, -8.69164
8.801e+06, 1.50974e-10, -8.69117
8.8015e+06, 1.50966e-10, -8.69069
8.802e+06, 1.50957e-10, -8.6902
8.8025e+06, 1.50949e-10, -8.68971
8.803e+06, 1.5094e-10, -8.68922
8.8035e+06, 1.50931e-10, -8.68874
8.804e+06, 1.50923e-10, -8.68824
8.8045e+06, 1.50914e-10, -8.68776
8.805e+06, 1.50906e-10, -8.68727
8.8055e+06, 1.50897e-10, -8.68679
8.806e+06, 1.50889e-10, -8.6863
8.8065e+06, 1.5088e-10, -8.68583
8.807e+06, 1.50871e-10, -8.68534
8.8075e+06, 1.50863e-10, -8.68485
8.808e+06, 1.50854e-10, -8.68436
8.8085e+06, 1.50846e-10, -8.68387
8.809e+06, 1.50837e-10, -8.68338
8.8095e+06, 1.50829e-10, -8.68289
8.81e+06, 1.5082e-10, -8.6824
8.8105e+06, 1.50812e-10, -8.68192
8.811e+06, 1.50803e-10, -8.68142
8.8115e+06, 1.50794e-10, -8.68094
8.812e+06, 1.50786e-10, -8.68045
8.8125e+06, 1.50777e-10, -8.67996
8.813e+06, 1.50769e-10, -8.67948
8.8135e+06, 1.5076e-10, -8.67899
8.814e+06, 1.50752e-10, -8.6785
8.8145e+06, 1.50743e-10, -8.67802
8.815e+06, 1.50735e-10, -8.67753
8.8155e+06, 1.50726e-10, -8.67704
8.816e+06, 1.50717e-10, -8.67654
8.8165e+06, 1.50709e-10, -8.67606
8.817e+06, 1.507e-10, -8.67557
8.8175e+06, 1.50692e-10, -8.67509
8.818e+06, 1.50683e-10, -8.6746
8.8185e+06, 1.50675e-10, -8.67411
8.819e+06, 1.50666e-10, -8.67362
8.8195e+06, 1.50658e-10, -8.67314
8.82e+06, 1.50649e-10, -8.67264
8.8205e+06, 1.50641e-10, -8.67215
8.821e+06, 1.50632e-10, -8.67167
8.8215e+06, 1.50623e-10, -8.67118
8.822e+06, 1.50615e-10, -8.6707
8.8225e+06, 1.50606e-10, -8.67021
8.823e+06, 1.50598e-10, -8.66973
8.8235e+06, 1.50589e-10, -8.66924
8.824e+06, 1.50581e-10, -8.66875
8.8245e+06, 1.50572e-10, -8.66826
8.825e+06, 1.50564e-10, -8.66776
8.8255e+06, 1.50555e-10, -8.66728
8.826e+06, 1.50547e-10, -8.66679
8.8265e+06, 1.50538e-10, -8.66631
8.827e+06, 1.5053e-10, -8.66581
8.8275e+06, 1.50521e-10, -8.66532
8.828e+06, 1.50513e-10, -8.66484
8.8285e+06, 1.50504e-10, -8.66434
8.829e+06, 1.50496e-10, -8.66387
8.8295e+06, 1.50487e-10, -8.66336
8.83e+06, 1.50478e-10, -8.66288
8.8305e+06, 1.5047e-10, -8.6624
8.831e+06, 1.50461e-10, -8.66192
8.8315e+06, 1.50453e-10, -8.66142
8.832e+06, 1.50444e-10, -8.66093
8.8325e+06, 1.50436e-10, -8.66045
8.833e+06, 1.50427e-10, -8.65994
8.8335e+06, 1.50419e-10, -8.65946
8.834e+06, 1.5041e-10, -8.65897
8.8345e+06, 1.50402e-10, -8.65848
8.835e+06, 1.50393e-10, -8.658
8.8355e+06, 1.50385e-10, -8.65751
8.836e+06, 1.50376e-10, -8.65701
8.8365e+06, 1.50368e-10, -8.65652
8.837e+06, 1.50359e-10, -8.65604
8.8375e+06, 1.50351e-10, -8.65555
8.838e+06, 1.50342e-10, -8.65506
8.8385e+06, 1.50334e-10, -8.65457
8.839e+06, 1.50325e-10, -8.65408
8.8395e+06, 1.50317e-10, -8.65359
8.84e+06, 1.50308e-10, -8.6531
8.8405e+06, 1.503e-10, -8.6526
8.841e+06, 1.50291e-10, -8.65213
8.8415e+06, 1.50283e-10, -8.65165
8.842e+06, 1.50274e-10, -8.65115
8.8425e+06, 1.50266e-10, -8.65066
8.843e+06, 1.50257e-10, -8.65017
8.8435e+06, 1.50249e-10, -8.64967
8.844e+06, 1.5024e-10, -8.64918
8.8445e+06, 1.50232e-10, -8.6487
8.845e+06, 1.50223e-10, -8.64821
8.8455e+06, 1.50215e-10, -8.64773
8.846e+06, 1.50206e-10, -8.64724
8.8465e+06, 1.50198e-10, -8.64674
8.847e+06, 1.50189e-10, -8.64626
8.8475e+06, 1.50181e-10, -8.64577
8.848e+06, 1.50172e-10, -8.64527
8.8485e+06, 1.50164e-10, -8.64478
8.849e+06, 1.50155e-10, -8.64429
8.8495e+06, 1.50147e-10, -8.6438
8.85e+06, 1.50138e-10, -8.64331
